child_entity_id,parent_entity_id,relationship_type,ownership_percentage,effective_from,effective_to,source_system
ENT001308,ENT001308,Affiliate,27.02,2023-12-30,2024-02-29,Internal Master
ENT004945,ENT001545,Parent,61.35,2015-08-07,2028-05-05,ProviderB
ENT004883,ENT001844,Subsidiary,34.04,2011-04-13,2028-05-05,ProviderA
ENT001364,ENT003218,Subsidiary,95.68,2019-08-27,2025-05-30,ProviderA
ENT003582,ENT001990,Subsidiary,37.24,2016-11-22,2027-08-11,ProviderA
ENT004233,ENT002424,Subsidiary,51.14,2011-11-04,2025-06-25,ProviderA
ENT001431,ENT003856,Unknown,61.08,2012-09-16,2027-08-26,Internal Master
ENT001365,ENT003991,Ultimate Parent,-3.25,2019-10-22,2028-06-15,Internal Master
ENT000622,ENT004766,Unknown,41.44,2020-08-08,2028-01-16,Internal Master
ENT003494,ENT001740,Affiliate,82.24,2013-06-05,2027-09-23,ProviderB
ENT000901,ENT004948,Affiliate,94.09,2022-05-18,2026-02-18,ProviderB
ENT003767,ENT003962,Parent,70.61,2013-07-07,2025-10-11,ProviderB
ENT000316,ENT001800,Parent,66.75,2023-12-04,2024-03-29,ProviderA
ENT001577,ENT000963,Parent,150.0,2015-02-16,2028-02-22,ProviderB
ENT004315,ENT002528,Subsidiary,47.21,2020-01-29,2024-03-27,ProviderA
ENT001289,ENT000649,Unknown,100.91,2014-06-12,2026-10-02,Internal Master
ENT004086,ENT000311,Parent,96.92,2013-09-12,2028-06-27,ProviderA
ENT000855,ENT003242,Ultimate Parent,35.76,2012-12-22,2024-05-16,ProviderB
ENT004446,ENT001315,Unknown,59.14,2021-02-03,2026-06-04,ProviderA
ENT003641,ENT000852,Subsidiary,86.7,2013-11-22,2025-01-05,ProviderA
ENT004993,ENT004585,Subsidiary,67.83,2019-03-09,2028-03-20,Internal Master
ENT_UNKNOWN_34,ENT004791,Parent,69.17,2010-06-24,2028-03-10,Internal Master
ENT003344,ENT000514,Subsidiary,83.51,2017-06-07,2027-07-22,ProviderB
ENT004843,ENT000824,Subsidiary,71.67,2016-06-11,2024-09-30,Internal Master
ENT000168,ENT002346,Ultimate Parent,36.21,2010-01-31,2028-12-07,Internal Master
ENT004751,ENT000525,Subsidiary,76.97,2012-07-11,2028-08-19,Internal Master
ENT001180,ENT000631,Ultimate Parent,78.2,2023-05-26,2027-05-14,ProviderB
ENT000674,ENT001885,Parent,67.07,2015-02-13,2024-08-21,ProviderA
ENT000757,ENT002831,Subsidiary,57.67,2015-04-13,2028-08-08,ProviderA
ENT003220,ENT001125,Ultimate Parent,55.99,2017-12-18,2026-09-14,Internal Master
ENT002948,ENT003679,Unknown,28.62,2014-06-21,2024-02-28,Internal Master
ENT001920,ENT000663,Affiliate,35.35,2010-08-25,2026-04-15,ProviderA
ENT002412,ENT001449,Ultimate Parent,40.98,2016-07-25,2027-03-27,Internal Master
ENT001736,ENT000384,Parent,117.63,2011-03-01,2025-03-05,ProviderA
ENT004709,ENT004534,Parent,78.98,2012-09-27,2024-02-15,ProviderA
ENT001575,ENT001490,Parent,53.41,2018-05-10,2025-09-01,ProviderB
ENT001982,ENT002470,Unknown,86.18,2015-04-27,2028-07-24,ProviderA
ENT000084,ENT004959,Ultimate Parent,85.31,2016-03-14,2025-12-12,Internal Master
ENT000306,ENT003592,Affiliate,56.42,2017-08-16,2027-12-25,Internal Master
ENT003172,ENT000892,Unknown,85.76,2015-03-06,2028-09-23,Internal Master
ENT000121,ENT001585,Unknown,50.53,2015-04-01,2024-05-19,ProviderB
ENT002803,ENT003796,Subsidiary,14.75,2018-03-02,2025-07-11,ProviderA
ENT004094,ENT002806,Ultimate Parent,55.26,2014-04-22,2027-06-02,ProviderA
ENT003611,ENT004055,Ultimate Parent,80.68,2015-02-06,2027-06-20,ProviderB
ENT003208,ENT002094,Ultimate Parent,112.72,2013-05-12,2028-05-13,Internal Master
ENT003200,ENT002616,Subsidiary,12.1,2016-10-08,2027-05-24,ProviderA
ENT000964,ENT002609,Ultimate Parent,9.87,2016-05-16,2025-11-23,Internal Master
ENT003446,ENT001241,Affiliate,21.53,2016-06-06,2026-08-21,Internal Master
ENT004578,ENT001746,Parent,46.08,2016-07-10,2028-02-07,ProviderB
ENT001851,ENT001598,Unknown,84.44,2012-01-11,2025-09-28,ProviderA
ENT002823,ENT004147,Subsidiary,117.56,2018-06-20,2024-06-27,ProviderA
ENT001522,ENT001522,Subsidiary,100.98,2020-04-27,2027-01-20,ProviderB
ENT003071,ENT002719,Subsidiary,14.32,2023-07-06,2025-07-23,Internal Master
ENT003874,ENT003130,Subsidiary,32.36,2017-06-01,2028-11-10,ProviderB
ENT004650,ENT000578,Ultimate Parent,87.18,2018-06-03,2027-02-22,Internal Master
ENT001929,ENT004867,Affiliate,56.58,2019-07-21,2026-07-16,ProviderB
ENT000256,ENT001119,Ultimate Parent,73.7,2014-09-17,2028-07-31,ProviderB
ENT003566,ENT000124,Ultimate Parent,44.5,2013-12-31,2025-01-22,ProviderB
ENT004264,ENT004973,Unknown,97.71,2012-06-11,2024-07-11,ProviderA
ENT001143,ENT003285,Parent,38.38,2019-05-12,2025-05-21,Internal Master
ENT004939,ENT000093,Affiliate,55.16,2018-02-10,2025-05-25,Internal Master
ENT002725,ENT003972,Affiliate,36.51,2022-05-15,2027-06-22,ProviderA
ENT001400,ENT003684,Unknown,94.96,2018-08-10,2026-10-15,ProviderB
ENT003866,ENT000750,Affiliate,43.61,2010-05-02,2028-02-26,ProviderB
ENT002733,ENT001046,Subsidiary,77.74,2021-10-29,2025-12-08,ProviderA
ENT000932,ENT003960,Ultimate Parent,96.26,2015-05-26,2024-11-17,ProviderA
ENT002140,ENT002854,Ultimate Parent,66.97,2010-01-22,2026-02-01,Internal Master
ENT000545,ENT003616,Affiliate,13.69,2022-07-07,2027-03-13,ProviderA
ENT000347,ENT002681,Ultimate Parent,100.09,2019-07-16,2028-06-16,ProviderB
ENT004652,ENT003639,Affiliate,76.93,2020-01-17,2025-07-04,Internal Master
ENT002547,ENT001629,Ultimate Parent,96.66,2022-11-06,2024-07-09,ProviderB
ENT004884,ENT001545,Subsidiary,45.51,2021-11-11,2025-07-11,ProviderA
ENT004523,ENT000459,Affiliate,73.06,2023-09-13,2024-12-25,Internal Master
ENT004231,ENT002586,Subsidiary,128.75,2014-10-31,2027-11-08,ProviderB
ENT000793,ENT003682,Subsidiary,-7.01,2010-05-27,2024-02-15,ProviderA
ENT003718,ENT000807,Affiliate,81.65,2010-05-04,2028-02-22,ProviderA
ENT001083,ENT003191,Subsidiary,60.47,2011-03-01,2025-10-19,ProviderA
ENT000838,ENT000737,Affiliate,127.03,2013-05-28,2028-11-30,ProviderA
ENT002762,ENT000336,Parent,104.88,2017-07-22,2027-01-21,ProviderB
ENT003975,ENT002224,Subsidiary,32.29,2016-10-14,2028-03-05,ProviderA
ENT000226,ENT003767,Parent,59.23,2016-06-26,2028-07-28,Internal Master
ENT000359,ENT004298,Unknown,43.27,2010-02-03,2025-07-11,ProviderA
ENT001243,ENT004123,Ultimate Parent,30.66,2012-03-27,2028-07-09,ProviderA
ENT001925,ENT004771,Parent,18.54,2020-03-28,2026-08-24,ProviderB
ENT002286,ENT004359,Ultimate Parent,41.53,2023-04-14,2024-02-29,ProviderA
ENT004656,ENT004669,Subsidiary,86.4,2010-04-05,2026-05-12,Internal Master
ENT003875,ENT002643,Affiliate,20.36,2017-10-23,2025-10-22,ProviderA
ENT000666,ENT003167,Subsidiary,94.03,2018-09-16,2026-05-15,ProviderA
ENT001419,ENT003239,Affiliate,-3.7,2021-07-29,2028-09-23,ProviderB
ENT004321,ENT003216,Parent,28.73,2019-02-17,2027-12-21,Internal Master
ENT000819,ENT003867,Affiliate,97.89,2018-03-02,2025-03-24,ProviderB
ENT004500,ENT003868,Ultimate Parent,86.75,2018-02-24,2027-06-28,ProviderA
ENT000375,ENT_UNKNOWN_14,Affiliate,76.63,2022-07-12,2024-07-20,Internal Master
ENT003928,ENT000722,Parent,52.14,2015-11-26,2027-11-26,Internal Master
ENT004298,ENT002073,Parent,62.8,2017-03-18,2025-08-27,ProviderA
ENT000052,ENT001374,Affiliate,139.76,2023-02-06,2026-02-12,ProviderA
ENT003890,ENT_UNKNOWN_19,Parent,129.83,2015-02-16,2028-10-08,ProviderA
ENT001895,ENT001524,Unknown,88.2,2019-06-22,2024-09-13,ProviderB
ENT001142,ENT001142,Affiliate,81.57,2019-03-04,2026-03-11,ProviderB
ENT003223,ENT002969,Parent,46.51,2023-05-16,2028-10-20,ProviderB
ENT002028,ENT002552,Ultimate Parent,37.32,2014-12-13,2024-11-09,ProviderA
ENT000905,ENT004376,Parent,41.51,2023-07-12,2025-01-08,ProviderB
ENT002141,ENT001789,Affiliate,13.65,2010-04-01,2027-09-03,Internal Master
ENT003963,ENT000811,Ultimate Parent,71.78,2010-06-18,2025-09-29,Internal Master
ENT003941,ENT002230,Subsidiary,4.61,2015-03-16,2025-11-12,Internal Master
ENT000906,ENT004649,Subsidiary,41.73,2023-12-18,2025-07-02,ProviderA
ENT001815,ENT001979,Subsidiary,14.13,2018-06-05,2025-10-01,ProviderB
ENT001568,ENT000462,Parent,63.46,2022-11-11,2024-11-09,ProviderB
ENT001098,ENT000573,Unknown,74.69,2012-12-23,2025-04-10,ProviderA
ENT001486,ENT004983,Affiliate,37.41,2022-11-09,2027-05-16,Internal Master
ENT004673,ENT003673,Parent,42.21,2014-10-14,2025-07-04,Internal Master
ENT004804,ENT000643,Subsidiary,70.95,2023-07-26,2026-03-02,ProviderA
ENT002608,ENT003475,Ultimate Parent,,2019-04-29,2024-04-05,Internal Master
ENT004586,ENT001518,Ultimate Parent,33.76,2018-03-26,2026-09-18,ProviderB
ENT002521,ENT000445,Affiliate,67.51,2014-01-23,2024-09-29,ProviderA
ENT000673,ENT001421,Affiliate,67.31,2018-09-20,2025-05-19,ProviderB
ENT003814,ENT001766,Ultimate Parent,58.34,2017-04-07,2027-01-09,Internal Master
ENT004470,ENT002653,Affiliate,75.76,2010-04-22,2024-09-09,Internal Master
ENT002307,ENT004993,Unknown,50.35,2019-01-30,2027-10-17,ProviderB
ENT000873,ENT002334,Ultimate Parent,76.01,2015-10-23,2025-12-08,ProviderB
ENT003555,ENT004932,Unknown,102.02,2011-05-03,2026-12-22,ProviderB
ENT002173,ENT_UNKNOWN_12,Affiliate,50.57,2023-05-14,2027-10-14,Internal Master
ENT000921,ENT_UNKNOWN_24,Ultimate Parent,93.61,2011-08-13,2024-09-21,ProviderB
ENT004307,ENT002172,Affiliate,100.5,2023-03-19,2026-01-22,ProviderA
ENT001569,ENT002608,Unknown,23.85,2021-07-11,2024-11-25,ProviderB
ENT000878,ENT004588,Parent,88.96,2016-03-10,2024-04-14,Internal Master
ENT002395,ENT002291,Subsidiary,42.71,2019-06-12,2027-01-02,ProviderB
ENT001301,ENT000758,Subsidiary,100.33,2012-01-17,2025-01-12,Internal Master
ENT003204,ENT004460,Affiliate,87.33,2023-02-25,2027-04-03,Internal Master
ENT002755,ENT000586,Unknown,47.33,2022-12-30,2025-01-20,ProviderA
ENT003476,ENT003504,Affiliate,35.77,2018-08-30,2027-03-31,ProviderA
ENT002704,ENT001522,Unknown,49.57,2016-11-10,2024-12-10,ProviderB
ENT000412,ENT002283,Ultimate Parent,91.19,2013-12-14,2028-05-13,ProviderA
ENT001928,ENT003654,Ultimate Parent,75.33,2022-12-02,2026-09-10,ProviderA
ENT000566,ENT001918,Affiliate,89.99,2011-12-31,2026-03-04,ProviderB
ENT003344,ENT000900,Ultimate Parent,66.84,2012-03-26,2024-12-25,ProviderB
ENT004683,ENT004235,Unknown,41.78,2011-04-21,2028-02-19,ProviderA
ENT002335,ENT001784,Parent,58.32,2011-06-11,2024-09-13,ProviderA
ENT004224,ENT001273,Affiliate,71.25,2016-03-06,2024-10-13,ProviderB
ENT000365,ENT003618,Ultimate Parent,94.84,2019-10-03,2027-01-21,ProviderA
ENT000610,ENT000610,Unknown,91.11,2015-12-30,2026-08-11,Internal Master
ENT002016,ENT004047,Parent,27.95,2018-12-12,2026-08-23,ProviderA
ENT001448,ENT004800,Parent,72.16,2020-01-23,2024-08-08,ProviderB
ENT000985,ENT004811,Subsidiary,-4.99,2020-08-01,2027-07-17,Internal Master
ENT000955,ENT000341,Affiliate,57.05,2018-02-20,2026-01-17,ProviderB
ENT004116,ENT004397,Ultimate Parent,60.69,2011-02-04,2027-05-02,ProviderB
ENT003024,ENT001947,Affiliate,41.9,2014-08-25,2026-02-06,ProviderA
ENT001268,ENT003542,Unknown,78.37,2018-09-30,2027-02-03,ProviderA
ENT001421,ENT004913,Ultimate Parent,28.53,2017-05-15,2028-05-26,ProviderA
ENT004987,ENT004569,Unknown,50.39,2011-04-27,2024-07-16,ProviderB
ENT002828,ENT004361,Subsidiary,63.91,2011-01-24,2025-07-16,ProviderA
ENT000867,ENT001183,Ultimate Parent,87.52,2018-11-03,2025-04-04,ProviderB
ENT000435,ENT004580,Affiliate,63.11,2011-12-04,2025-03-24,ProviderA
ENT000642,ENT001784,Unknown,125.0,2015-01-30,2025-10-06,Internal Master
ENT000142,ENT004428,Ultimate Parent,8.26,2014-07-24,2027-07-26,ProviderA
ENT001283,ENT000499,Unknown,65.85,2011-01-24,2025-12-31,ProviderB
ENT001075,ENT001141,Parent,96.22,2020-02-05,2027-11-20,Internal Master
ENT003524,ENT002628,Unknown,93.11,2021-07-27,2024-05-24,Internal Master
ENT002440,ENT000578,Parent,66.57,2023-10-11,2024-08-15,Internal Master
ENT_UNKNOWN_29,ENT001575,Affiliate,71.33,2022-05-25,2027-04-16,ProviderB
ENT003361,ENT003731,Subsidiary,64.13,2015-06-24,2026-09-30,ProviderB
ENT001231,ENT000625,Affiliate,61.45,2012-01-22,2028-01-27,ProviderB
ENT003958,ENT004797,Parent,80.2,2010-03-21,2027-02-24,ProviderB
ENT001963,ENT004420,Subsidiary,94.69,2018-12-31,2024-03-02,Internal Master
ENT001716,ENT001581,Unknown,33.42,2016-09-24,2027-05-25,ProviderB
ENT002358,ENT004547,Ultimate Parent,90.4,2022-10-21,2026-07-24,ProviderB
ENT002061,ENT000509,Ultimate Parent,31.44,2019-03-12,2024-03-26,Internal Master
ENT003917,ENT003132,Subsidiary,123.34,2020-04-12,2025-06-16,ProviderB
ENT003096,ENT001975,Unknown,73.82,2023-08-29,2024-05-27,ProviderA
ENT000659,ENT000652,Ultimate Parent,101.07,2016-01-18,2026-02-03,ProviderB
ENT004786,ENT001976,Affiliate,47.88,2020-07-04,2028-04-23,Internal Master
ENT003984,ENT000694,Ultimate Parent,48.41,2015-05-20,2026-07-28,ProviderB
ENT000025,ENT004909,Affiliate,59.92,2012-08-06,2025-02-14,ProviderB
ENT003845,ENT000062,Ultimate Parent,82.61,2010-11-30,2027-11-15,ProviderA
ENT001658,ENT001607,Ultimate Parent,74.63,2014-01-14,2028-01-04,Internal Master
ENT004037,ENT000717,Parent,123.23,2023-11-06,2025-03-18,Internal Master
ENT003667,ENT001380,Unknown,72.51,2012-07-01,2025-07-09,ProviderA
ENT001250,ENT001228,Subsidiary,56.78,2014-10-09,2024-02-15,Internal Master
ENT004594,ENT000660,Parent,30.91,2016-11-07,2026-02-21,Internal Master
ENT_UNKNOWN_39,ENT002654,Subsidiary,45.5,2021-11-20,2024-12-18,ProviderA
ENT004435,ENT000425,Ultimate Parent,68.68,2022-09-05,2028-04-24,ProviderA
ENT004222,ENT004685,Parent,67.65,2010-06-07,2027-03-21,ProviderA
ENT001877,ENT004166,Affiliate,76.88,2015-06-30,2025-08-18,ProviderB
ENT003938,ENT000265,Parent,81.54,2013-06-28,2026-11-21,ProviderA
ENT000157,ENT001137,Parent,37.06,2017-06-17,2026-04-24,ProviderA
ENT001153,ENT002964,Subsidiary,67.92,2011-11-24,2024-02-29,ProviderB
ENT000007,ENT001267,Unknown,51.08,2020-07-20,2025-12-31,ProviderB
ENT002321,ENT003411,Unknown,77.55,2010-06-13,2027-05-07,ProviderA
ENT000787,ENT000070,Parent,126.04,2013-12-30,2026-09-15,ProviderA
ENT001635,ENT003999,Parent,44.97,2019-04-28,2027-09-26,ProviderB
ENT000133,ENT003743,Unknown,111.48,2015-03-24,2025-12-06,ProviderB
ENT003796,ENT004916,Ultimate Parent,57.06,2016-07-18,2025-07-01,ProviderB
ENT000077,ENT000222,Affiliate,56.37,2020-09-05,2028-07-30,Internal Master
ENT001470,ENT004770,Affiliate,107.79,2011-06-21,2027-10-30,ProviderB
ENT000879,ENT002214,Subsidiary,7.17,2013-12-17,2027-09-30,ProviderB
ENT004130,ENT001048,Affiliate,129.36,2023-07-21,2028-05-25,ProviderB
ENT002124,ENT003367,Unknown,72.97,2012-06-26,2024-05-10,ProviderB
ENT002117,ENT004349,Parent,15.96,2016-05-25,2025-01-31,ProviderB
ENT002780,ENT001947,Affiliate,68.73,2018-10-02,2028-05-06,Internal Master
ENT001763,ENT002119,Parent,42.89,2015-05-28,2028-02-29,ProviderB
ENT004463,ENT002416,Ultimate Parent,10.28,2015-12-03,2027-03-11,ProviderA
ENT003715,ENT002883,Subsidiary,78.18,2011-04-04,2024-12-24,Internal Master
ENT002394,ENT002055,Parent,46.11,2020-07-03,2025-05-06,ProviderB
ENT002867,ENT002682,Affiliate,26.63,2020-11-02,2028-06-18,ProviderB
ENT003469,ENT004784,Subsidiary,125.0,2019-11-29,2025-05-25,ProviderB
ENT003745,ENT003979,Parent,51.48,2019-12-15,2024-11-16,ProviderB
ENT004047,ENT003750,Ultimate Parent,67.89,2010-02-11,2028-01-16,ProviderA
ENT001605,ENT004945,Subsidiary,,2014-07-22,2026-07-19,ProviderA
ENT001633,ENT002858,Parent,59.07,2017-11-08,2026-02-14,ProviderA
ENT000679,ENT001974,Parent,51.68,2013-02-22,2027-08-29,Internal Master
ENT003644,ENT004055,Subsidiary,42.11,2022-08-22,2025-02-22,ProviderA
ENT003323,ENT000981,Affiliate,101.24,2022-09-16,2027-04-29,ProviderA
ENT003496,ENT002085,Ultimate Parent,71.86,2011-12-17,2027-02-27,ProviderA
ENT004089,ENT003814,Unknown,86.78,2013-08-06,2024-12-27,Internal Master
ENT000489,ENT000001,Affiliate,27.18,2011-10-08,2025-01-21,ProviderB
ENT004207,ENT001126,Affiliate,51.93,2020-09-23,2027-05-09,Internal Master
ENT004090,ENT004183,Parent,98.52,2012-02-21,2028-06-18,ProviderA
ENT004493,ENT000126,Affiliate,80.72,2011-07-13,2026-11-20,Internal Master
ENT001932,ENT000183,Unknown,65.2,2011-09-29,2028-10-20,ProviderB
ENT000145,ENT002033,Unknown,55.36,2023-05-15,2028-11-06,Internal Master
ENT001105,ENT000001,Affiliate,53.21,2016-10-21,2024-12-31,ProviderA
ENT000759,ENT002164,Subsidiary,90.65,2010-02-28,2026-07-19,ProviderB
ENT000791,ENT003063,Subsidiary,30.2,2015-05-02,2026-04-21,Internal Master
ENT000010,ENT000537,Parent,52.42,2015-05-27,2024-05-24,Internal Master
ENT004721,ENT_UNKNOWN_50,Parent,61.16,2023-05-23,2028-09-22,Internal Master
ENT002349,ENT002350,Ultimate Parent,78.23,2017-04-29,2026-07-18,Internal Master
ENT001422,ENT004558,Affiliate,93.21,2020-05-24,2027-06-22,ProviderA
ENT000435,ENT003054,Affiliate,84.88,2012-06-05,2024-03-20,ProviderA
ENT003917,ENT003449,Parent,107.38,2014-12-06,2025-09-25,Internal Master
ENT002868,ENT004266,Parent,62.42,2017-04-30,2028-06-18,ProviderA
ENT004161,ENT000784,Affiliate,28.23,2015-08-27,2027-04-28,ProviderB
ENT004698,ENT004369,Subsidiary,102.3,2018-08-22,2024-05-18,Internal Master
ENT004723,ENT004984,Subsidiary,48.05,2016-08-08,2024-08-12,Internal Master
ENT004230,ENT_UNKNOWN_2,Ultimate Parent,64.0,2023-07-14,2026-07-03,Internal Master
ENT003070,ENT004449,Ultimate Parent,51.32,2021-09-03,2026-12-06,ProviderB
ENT004537,ENT004548,Subsidiary,97.77,2010-11-22,2027-02-27,ProviderB
ENT000912,ENT003830,Subsidiary,62.12,2013-01-13,2028-03-20,Internal Master
ENT004486,ENT001162,Unknown,52.42,2012-07-24,2028-06-12,ProviderA
ENT000502,ENT003907,Parent,67.83,2012-12-21,2024-08-07,Internal Master
ENT003737,ENT004017,Parent,102.67,2014-03-12,2025-11-10,Internal Master
ENT000359,ENT002524,Unknown,36.11,2022-03-26,2027-09-14,Internal Master
ENT001982,ENT003257,Ultimate Parent,133.18,2012-01-03,2026-12-30,Internal Master
ENT003656,ENT004155,Subsidiary,79.75,2013-11-08,2028-11-20,ProviderB
ENT001224,ENT000648,Ultimate Parent,27.0,2020-06-20,2024-11-05,ProviderA
ENT004036,ENT002489,Subsidiary,150.0,2011-02-11,2025-11-10,ProviderB
ENT000953,ENT001794,Parent,86.11,2016-11-21,2026-05-30,Internal Master
ENT003978,ENT000238,Parent,34.37,2020-06-07,2028-03-13,Internal Master
ENT002947,ENT002286,Ultimate Parent,82.07,2019-08-22,2028-02-12,ProviderB
ENT000636,ENT000874,Unknown,44.17,2018-10-05,2026-02-16,ProviderB
ENT001929,ENT002108,Ultimate Parent,56.57,2011-01-26,2025-05-16,Internal Master
ENT002154,ENT002709,Subsidiary,45.27,2019-01-22,2025-02-17,ProviderA
ENT000062,ENT002892,Parent,73.62,2011-03-06,2025-06-27,Internal Master
ENT000171,ENT003270,Ultimate Parent,107.1,2015-08-06,2027-04-25,ProviderB
ENT000737,ENT004267,Parent,99.56,2010-05-22,2028-12-21,ProviderB
ENT001629,ENT001945,Parent,109.93,2023-11-13,2028-06-26,ProviderA
ENT004199,ENT004436,Parent,56.64,2014-02-01,2025-03-19,ProviderB
ENT002134,ENT001529,Parent,23.77,2016-06-04,2026-11-06,ProviderA
ENT001968,ENT001481,Ultimate Parent,39.58,2020-03-03,2026-06-27,Internal Master
ENT001717,ENT003942,Ultimate Parent,73.89,2014-10-29,2026-03-26,ProviderA
ENT004480,ENT004524,Parent,38.62,2022-07-03,2028-02-22,ProviderA
ENT004369,ENT004110,Subsidiary,84.88,2010-01-15,2028-05-13,Internal Master
ENT000538,ENT003599,Unknown,93.95,2021-02-15,2025-11-10,ProviderB
ENT_UNKNOWN_1,ENT002709,Unknown,109.6,2017-10-22,2024-04-16,ProviderA
ENT003361,ENT001040,Subsidiary,70.56,2011-08-25,2028-05-16,ProviderB
ENT002055,ENT001195,Subsidiary,75.07,2013-07-25,2025-02-18,ProviderB
ENT003392,ENT003026,Unknown,,2012-08-02,2025-11-29,ProviderA
ENT001754,ENT003093,Unknown,37.66,2019-07-22,2026-01-19,Internal Master
ENT003148,ENT003047,Unknown,78.18,2014-04-06,2025-03-05,ProviderB
ENT004355,ENT004221,Affiliate,51.87,2012-03-07,2026-09-02,ProviderB
ENT003130,ENT003585,Unknown,41.16,2012-06-08,2024-04-26,ProviderA
ENT000163,ENT004059,Affiliate,72.47,2014-12-29,2025-03-18,ProviderB
ENT002429,ENT003029,Unknown,-2.84,2011-03-19,2027-07-22,ProviderB
ENT003998,ENT003228,Parent,64.91,2015-03-27,2024-05-13,ProviderA
ENT002485,ENT003643,Parent,92.03,2017-07-14,2026-07-08,ProviderA
ENT000455,ENT004216,Subsidiary,43.07,2021-04-30,2026-08-03,ProviderA
ENT004537,ENT001529,Ultimate Parent,33.45,2020-12-02,2027-03-18,ProviderB
ENT001134,ENT001165,Parent,90.29,2012-11-02,2028-04-13,ProviderA
ENT004567,ENT004643,Parent,69.11,2011-06-17,2028-02-22,ProviderB
ENT004410,ENT003721,Affiliate,87.26,2014-08-30,2026-08-11,Internal Master
ENT000640,ENT001822,Affiliate,41.91,2017-10-27,2025-04-24,ProviderB
ENT000899,ENT000364,Ultimate Parent,88.74,2011-11-22,2025-07-13,ProviderB
ENT000330,ENT002472,Ultimate Parent,36.63,2017-01-07,2026-07-11,ProviderA
ENT002224,ENT004269,Ultimate Parent,67.67,2023-08-21,2028-06-23,Internal Master
ENT001370,ENT002087,Parent,80.73,2016-02-22,2027-07-29,ProviderA
ENT001942,ENT001493,Unknown,74.08,2010-08-19,2025-02-03,ProviderA
ENT001178,ENT001827,Unknown,160.81,2017-11-01,2024-09-27,Internal Master
ENT000934,ENT000590,Parent,67.9,2016-10-28,2025-08-27,ProviderA
ENT004262,ENT004831,Unknown,76.27,2015-12-11,2026-10-11,ProviderB
ENT002216,ENT004042,Parent,96.22,2022-01-28,2026-11-28,ProviderA
ENT004469,ENT000313,Parent,17.25,2012-07-21,2025-01-17,Internal Master
ENT003229,ENT003194,Affiliate,88.91,2012-10-24,2028-11-02,ProviderB
ENT002186,ENT000383,Ultimate Parent,54.68,2019-03-27,2027-10-13,ProviderA
ENT003433,ENT000506,Affiliate,65.26,2021-05-17,2028-06-19,ProviderA
ENT004204,ENT000547,Affiliate,73.54,2016-04-23,2024-07-22,Internal Master
ENT000033,ENT004553,Unknown,27.9,2019-07-01,2026-04-01,Internal Master
ENT000385,ENT004183,Parent,80.95,2012-02-14,2025-05-25,ProviderB
ENT001613,ENT004407,Unknown,63.93,2013-08-06,2028-01-23,ProviderB
ENT002735,ENT002066,Subsidiary,70.09,2010-11-21,2026-12-18,Internal Master
ENT003750,ENT002931,Parent,98.83,2023-08-18,2027-04-16,ProviderB
ENT003840,ENT001833,Subsidiary,50.72,2014-02-18,2025-04-24,Internal Master
ENT001515,ENT002412,Affiliate,74.82,2020-06-23,2026-01-23,ProviderA
ENT002844,ENT004613,Affiliate,94.87,2015-01-15,2027-02-10,Internal Master
ENT003933,ENT000767,Subsidiary,60.07,2013-02-12,2025-10-09,Internal Master
ENT004858,ENT003166,Unknown,97.32,2012-06-13,2028-10-23,ProviderA
ENT001698,ENT000710,Parent,36.58,2018-07-26,2028-07-29,ProviderB
ENT001009,ENT002817,Unknown,96.15,2022-09-09,2026-09-28,Internal Master
ENT003685,ENT002668,Ultimate Parent,60.15,2017-03-17,2024-09-02,Internal Master
ENT002115,ENT000915,Parent,75.45,2014-10-10,2028-05-23,Internal Master
ENT001020,ENT000859,Ultimate Parent,32.01,2016-12-07,2028-09-20,ProviderB
ENT003643,ENT003487,Unknown,67.76,2011-11-04,2028-01-02,ProviderA
ENT004880,ENT001875,Unknown,78.64,2012-05-30,2027-08-29,ProviderB
ENT000794,ENT004838,Subsidiary,31.72,2010-01-20,2028-01-01,Internal Master
ENT002542,ENT004525,Unknown,-29.85,2018-10-15,2025-08-18,ProviderA
ENT004574,ENT003397,Parent,35.0,2015-05-17,2026-03-14,Internal Master
ENT004485,ENT000795,Subsidiary,18.17,2023-07-10,2027-01-22,ProviderA
ENT001071,ENT003658,Unknown,17.34,2022-08-21,2026-11-10,Internal Master
ENT000800,ENT000395,Parent,19.77,2015-01-17,2028-11-12,ProviderA
ENT003339,ENT002092,Ultimate Parent,38.35,2021-12-14,2027-04-28,ProviderA
ENT003848,ENT000344,Parent,16.34,2010-08-23,2025-10-06,ProviderA
ENT002722,ENT000530,Subsidiary,108.44,2010-11-28,2024-04-10,Internal Master
ENT002043,ENT000800,Subsidiary,42.32,2021-05-02,2025-12-06,Internal Master
ENT004654,ENT001034,Affiliate,57.69,2018-03-23,2024-11-03,ProviderA
ENT001889,ENT003384,Unknown,29.19,2019-09-30,2028-03-29,ProviderB
ENT003209,ENT000064,Ultimate Parent,54.48,2019-12-04,2026-11-02,ProviderB
ENT003723,ENT003052,Affiliate,94.36,2011-04-10,2028-12-20,ProviderB
ENT002792,ENT002792,Parent,72.49,2023-01-31,2025-02-16,ProviderB
ENT002758,ENT003708,Affiliate,90.44,2014-03-13,2024-06-10,Internal Master
ENT002764,ENT003866,Affiliate,61.49,2016-12-09,2025-08-29,Internal Master
ENT004700,ENT002960,Parent,68.64,2015-11-07,2027-02-24,Internal Master
