provider_record_id,provider_name,legal_name,country_code,registration_number,sector,status,confidence_score,feed_date
PRV0002889,ProviderB,Atlas Ltd,IE,IE-330344,Materials,Unknown,0.965,2024-04-05
PRV0002890,ProviderC,Westbridge Technologies,JP,JP-557050,Industrials,Active,0.874,2025-01-07
PRV0002891,ProviderB,PrimeEdge Finance,SG,SG-905512,Technology,Active,1.015,2024-10-09
PRV0002892,ProviderC,Silvergate Corp,US,US-425304,Materials,Active,0.658,2024-06-28
PRV0002893,ProviderB,Meridian Ltd,CA,CA-355271,Materials,Active,1.072,2024-12-01
PRV0002894,ProviderB,Union Energy,CA,CA-578720,Industrials,Active,0.841,2024-01-12
PRV0002895,ProviderC,Meridian Group,AU,AU-709328,Materials,Merged,0.701,2025-01-30
PRV0002896,ProviderA,Falcon Holdings,AE,AE-794626,Consumer Goods,Active,0.674,2024-07-27
PRV0002897,ProviderC,Unknown Entity,AU,AU-870445,Materials,Active,0.764,2024-09-16
PRV0002898,ProviderA,Lagos Continental PLC,IN,IN-643595,Utilities,Dissolved,0.79,2024-08-24
PRV0002899,ProviderA,PrimeEdge Industries,DE,DE-898632,Real Estate,Active,0.901,2024-04-28
PRV0002900,ProviderC,Korefield Holdings,AU,AU-155622,Materials,Active,0.896,2025-02-16
PRV0002901,ProviderB,Unknown Entity,LU,LU-639476,Healthcare,Active,0.941,2024-09-07
PRV0002902,ProviderB,Oakwell Corp,AE,AE-922519,Materials,Active,0.754,2024-10-24
PRV0002903,ProviderB,Sterling Technologies,SG,SG-106605,Financials,Dissolved,1.091,2024-04-11
PRV0002904,ProviderA,Korefield Corp,JP,JP-227532,Technology,Unknown,0.939,2025-01-26
PRV0002905,ProviderC,Northbridge Ltd,CA,CA-503619,Utilities,Active,0.849,2024-04-10
PRV0002906,ProviderC,Summit Holdings,SG,SG-169695,Healthcare,Active,0.899,2024-11-25
PRV0002907,ProviderA,Northbridge Services,GB,GB-749084,Telecommunications,Active,0.945,2025-03-13
PRV0002908,ProviderB,Riverstone Partners,LU,LU-945404,Technology,Inactive,0.812,2024-10-07
PRV0002909,ProviderA,Cedar Partners,ZA,ZA-385079,Industrials,Active,0.913,2025-01-20
PRV0002910,ProviderC,Silvergate Technologies,AE,AE-696187,Healthcare,Active,1.149,2024-04-24
PRV0002911,ProviderB,Korefield PLC,NG,NG-595578,Technology,Active,0.773,2024-08-26
PRV0002912,ProviderB,Falcon Finance,GB,GB-245911,Healthcare,Unknown,0.935,2025-01-11
PRV0002913,ProviderA,Northbridge PLC,BR,BR-300842,Utilities,Active,1.5,2024-11-22
PRV0002914,ProviderA,Granite Corp,AE,AE-374840,Technology,Inactive,0.865,2024-05-17
PRV0002915,ProviderC,Northbridge Capital,IE,IE-947380,Utilities,Active,0.752,2024-04-11
PRV0002916,ProviderA,Korefield Energy,DE,DE-719385,Healthcare,Active,0.59,2024-08-24
PRV0002917,ProviderB,Granite Capital,IN,IN-321645,Industrials,Active,0.615,2024-06-09
PRV0002918,ProviderB,,IN,,Energy,Active,0.987,2024-04-22
PRV0002919,ProviderC,Greenfield PLC,JP,JP-839455,Healthcare,Active,0.93,2025-01-24
PRV0002920,ProviderC,Helios Finance,CH,CH-590208,Financials,Active,0.74,2024-05-09
PRV0002921,ProviderA,Horizon PLC,IE,IE-196644,Technology,Active,0.891,2024-07-29
PRV0002922,ProviderB,Union PLC,IN,IN-349701,Telecommunications,Active,0.876,2025-03-07
PRV0002923,ProviderA,Crestline Finance,CH,CH-601974,Telecommunications,Dissolved,0.619,2024-12-29
PRV0002924,ProviderB,Unknown Entity,GB,GB-612811,Materials,Unknown,0.879,2024-05-31
PRV0002925,ProviderC,Riverstone Group,HK,HK-991454,Energy,Active,0.972,2025-01-18
PRV0002926,ProviderA,Sterling Ltd,LU,LU-616779,Technology,Dissolved,0.591,2025-01-23
PRV0002927,ProviderC,Union Partners,IE,IE-767469,Healthcare,Unknown,0.711,2024-05-04
PRV0002928,ProviderC,Oakwell Group,LU,LU-264207,Industrials,Unknown,0.8,2024-11-13
PRV0002929,ProviderC,Lagos Continental Holdings,US,US-324109,Utilities,Active,0.714,2024-08-08
PRV0002930,ProviderC,,BR,BR-760005,Utilities,Active,0.988,2024-02-26
PRV0002931,ProviderA,Falcon Industries,AU,AU-403287,Technology,Active,0.889,2024-12-18
PRV0002932,ProviderC,Northbridge Services,AE,AE-975312,Technology,Active,0.726,2024-04-09
PRV0002933,ProviderB,Frontier Ltd,IN,IN-692869,Technology,Active,0.853,2024-09-08
PRV0002934,ProviderB,Westbridge Corp,IN,IN-634046,Utilities,Active,1.015,2024-04-24
PRV0002935,ProviderA,BluePeak PLC,ZA,ZA-731928,Financials,Dissolved,0.88,2024-03-12
PRV0002936,ProviderA,Northbridge Investments,,NG-870099,Financials,Active,0.86,2024-05-04
PRV0002937,ProviderA,Albion Group,NG,NG-783247,Utilities,Inactive,0.749,2024-12-14
PRV0002938,ProviderA,Crestline PLC,US,US-198022,Technology,,0.959,2024-12-30
PRV0002939,ProviderA,Crestline PLC,SG,SG-636328,Healthcare,Active,0.767,2024-03-02
PRV0002940,ProviderC,Westbridge Finance,AE,AE-897836,Consumer Goods,Active,0.674,2024-05-14
PRV0002941,ProviderA,WESTBRIDGE CORP,AU,AU-875324,Financials,Inactive,0.886,2024-12-08
PRV0002942,ProviderB,Westbridge Group,BR,BR-748186,Real Estate,Active,1.076,2025-01-16
PRV0002943,ProviderA,PRIMEEDGE HOLDINGS,IE,IE-461955,Real Estate,Active,1.037,2024-05-14
PRV0002944,ProviderA,Northbridge Corp,SG,SG-342242,Industrials,Active,0.776,2025-03-01
PRV0002945,ProviderC,Unknown Entity,LU,LU-346052,Real Estate,Active,0.797,2025-03-02
PRV0002946,ProviderB,Greenfield Holdings,AE,AE-824596,Consumer Goods,Active,0.658,2024-03-14
PRV0002947,ProviderC,Albion Energy,IE,IE-866054,Real Estate,Active,1.063,2024-03-01
PRV0002948,ProviderC,Nova PLC,US,US-235811,Industrials,Inactive,0.844,2024-03-18
PRV0002949,ProviderC,Northbridge Corp ,NG,NG-433943,Financials,Dissolved,0.895,2024-02-12
PRV0002950,ProviderC,PrimeEdge Partners,DE,DE-887453,Financials,Active,0.936,2024-06-12
PRV0002951,ProviderB,Atlas Partners,NG,NG-660733,Telecommunications,Active,0.59,2024-12-10
PRV0002952,ProviderB,Cedar Holdings,HK,HK-358401,Utilities,Active,0.696,2024-12-11
PRV0002953,ProviderA,Northbridge Finance,BR,BR-660751,Utilities,Active,0.711,2025-02-07
PRV0002954,ProviderC,Meridian Ltd,GB,GB-970898,Financials,Active,1.075,2024-10-13
PRV0002955,ProviderC,Westbridge Capital,DE,DE-487979,Real Estate,Active,0.602,2024-05-05
PRV0002956,ProviderA,Cedar PLC,BR,BR-608009,Real Estate,Active,0.638,2024-11-19
PRV0002957,ProviderA,Helios Holdings,BR,BR-571903,Consumer Goods,Active,0.781,2024-09-25
PRV0002958,ProviderC,Westbridge Holdings,NL,NL-178055,Consumer Goods,Merged,1.07,2024-10-14
PRV0002959,ProviderC,Redwood Ltd,BR,,Consumer Goods,Active,0.711,2025-01-02
PRV0002960,ProviderA,Atlas PLC,IN,IN-742336,Energy,Active,0.773,2024-04-14
PRV0002961,ProviderC,BluePeak Ltd,IN,IN-727286,Energy,Active,0.977,2024-11-25
PRV0002962,ProviderC,Riverstone Technologies,JP,JP-727193,Industrials,Active,-0.3,2024-08-30
PRV0002963,ProviderB,Union Energy,US,US-844473,Real Estate,Active,0.768,2024-11-06
PRV0002964,ProviderC,Horizon Partners,GB,GB-662214,Utilities,Active,0.62,2025-01-23
PRV0002965,ProviderB,Meridian Technologies,LU,LU-680835,Consumer Goods,Active,0.68,2024-07-06
PRV0002966,ProviderA,Lagos Continental Capital,NL,NL-569139,Technology,Inactive,0.801,2024-07-01
PRV0002967,ProviderB,Frontier Group,FR,FR-288833,Energy,Active,0.788,2024-08-29
PRV0002968,ProviderC,NOVA INVESTMENTS,BR,BR-850872,Materials,Inactive,0.897,2025-01-14
PRV0002969,ProviderC,Redwood Services,SG,,Utilities,Unknown,0.676,2024-12-19
PRV0002970,ProviderA,Sterling Partners,NL,NL-557910,Utilities,Active,1.0,2024-12-09
PRV0002971,ProviderC,Frontier Corp,LU,LU-457886,Telecommunications,Unknown,0.649,2024-04-01
PRV0002972,ProviderA,Helios Corp,NG,NG-743524,Industrials,Inactive,0.697,2025-03-08
PRV0002973,ProviderA,BluePeak Capital,DE,DE-973705,Materials,Active,0.835,2024-08-21
PRV0002974,ProviderB,Horizon Investments,AE,AE-683025,Technology,Merged,0.514,2024-02-10
PRV0002975,ProviderC,Atlas PLC,US,US-787348,Industrials,Active,0.805,2024-09-26
PRV0002976,ProviderB,Granite Ltd,BR,BR-783310,Real Estate,Active,0.789,2024-05-14
PRV0002977,ProviderB,BluePeak Group,IE,IE-634658,Technology,Dissolved,0.82,2024-11-19
PRV0002978,ProviderC,BluePeak Partners,SG,SG-872392,Real Estate,Active,0.667,2025-01-06
PRV0002979,ProviderC,Redwood Investments,IE,IE-928094,Financials,Active,0.982,2024-08-16
PRV0002980,ProviderC,Union Investments,CH,CH-577990,Telecommunications,Merged,0.831,2024-03-24
PRV0002981,ProviderA,Redwood Ltd,IE,IE-942719,Healthcare,Active,0.947,2024-12-21
PRV0002982,ProviderC,Helios Investments,CH,CH-914502,Real Estate,Active,0.729,2024-11-06
PRV0002983,ProviderC,SILVERGATE GROUP,IE,IE-856281,Industrials,Active,1.2,2025-01-15
PRV0002984,ProviderC,Lagos Continental Partners,CH,CH-956890,Telecommunications,Active,0.945,2024-04-14
PRV0002985,ProviderB,Korefield Group,US,US-284627,Industrials,Active,1.054,2024-05-31
PRV0002986,ProviderC,Greenfield Industries,NG,NG-879390,Energy,Active,-0.3,2024-09-27
PRV0002987,ProviderC,Atlas Finance,DE,DE-703423,Materials,Active,0.659,2024-09-05
PRV0002988,ProviderA,Meridian Group,ZA,ZA-698189,Technology,Unknown,0.811,2024-03-25
PRV0002989,ProviderC,Helios PLC,N/A,,Real Estate,Active,0.874,2024-07-04
PRV0002990,ProviderB,Falcon Partners,FR,FR-850126,Consumer Goods,Active,0.995,2024-09-01
PRV0002991,ProviderB,Crestline Energy,HK,HK-776763,Real Estate,Active,0.884,2024-06-10
PRV0002992,ProviderC,Cedar Ltd,LU,LU-237030,Industrials,Active,0.626,2024-08-14
PRV0002993,ProviderA,Northbridge Capital,NL,NL-571664,Financials,Active,1.124,2024-08-18
PRV0002994,ProviderC,Lagos Continental Capital,US,US-612876,Healthcare,Active,0.765,2024-05-02
PRV0002995,ProviderC,Helios Energy ,FR,FR-114102,Healthcare,Active,0.943,2024-12-04
PRV0002996,ProviderB,Summit Technologies,NL,NL-265087,Utilities,Dissolved,0.852,2024-12-29
PRV0002997,ProviderA,Meridian Investments,US,US-487947,Financials,Unknown,0.707,2024-05-14
PRV0002998,ProviderA,Sterling PLC,GB,GB-802326,Utilities,Inactive,0.812,2024-02-27
PRV0002999,ProviderC,Northbridge Energy,LU,LU-829631,Technology,Active,1.102,2024-05-06
PRV0003000,ProviderA,Falcon Group,JP,JP-404456,Technology,Active,0.896,2024-12-08
PRV0003001,ProviderB,Meridian Corp,IN,IN-852653,Utilities,Merged,0.884,2024-09-02
PRV0003002,ProviderC,Helios Investments ,CH,CH-914502,Real Estate,Active,0.868,2024-06-11
PRV0003003,ProviderA,Cedar Holdings,NG,NG-112046,Energy,Unknown,0.876,2024-05-16
PRV0003004,ProviderB,Granite Partners,HK,HK-280888,Real Estate,Active,0.889,2024-08-31
PRV0003005,ProviderC,Crestline Energy,HK,HK-113302,Materials,Active,-0.3,2024-09-13
PRV0003006,ProviderB,Greenfield Capital,US,US-192323,Telecommunications,Active,0.742,2024-10-11
PRV0003007,ProviderB,Falcon Holdings,NL,,Real Estate,Active,1.011,2024-01-21
PRV0003008,ProviderB,PrimeEdge Investments,SG,SG-263871,Consumer Goods,Active,0.885,2025-01-04
PRV0003009,ProviderB,Frontier Group,SG,SG-479547,Consumer Goods,Active,0.671,2024-12-07
PRV0003010,ProviderC,Lagos Continental Ltd,NG,NG-241598,Technology,Active,0.637,2025-01-21
PRV0003011,ProviderC,Crestline Holdings,HK,HK-801076,Utilities,Active,0.837,2024-05-31
PRV0003012,ProviderA,Cedar Ltd,AU,AU-365403,Healthcare,Inactive,0.77,2025-03-02
PRV0003013,ProviderB,Atlas Corp,GB,GB-981616,Utilities,Active,0.799,2024-07-12
PRV0003014,ProviderA,Lagos Continental Partners,CH,CH-890229,Healthcare,Active,0.869,2024-09-08
PRV0003015,ProviderC,Sterling Technologies,ZA,ZA-925603,Consumer Goods,Active,0.815,2025-01-28
PRV0003016,ProviderB,Falcon Services,AE,AE-893901,Consumer Goods,Active,0.87,2024-07-19
PRV0003017,ProviderA,Cedar Investments,XX,IE-189112,Financials,Inactive,0.47,2024-10-27
PRV0003018,ProviderA,Westbridge Ltd,DE,DE-303505,Healthcare,Active,1.5,2025-01-22
PRV0003019,ProviderC,Korefield Industries,ZA,ZA-798602,Technology,Active,0.866,2024-10-16
PRV0003020,ProviderB,NOVA PARTNERS,HK,HK-937826,Telecommunications,Active,0.915,2024-12-10
PRV0003021,ProviderA,Redwood Technologies,GB,GB-478442,Telecommunications,Active,0.841,2024-10-06
PRV0003022,ProviderA,Unknown Entity ,NL,NL-237565,Materials,Active,0.997,2024-12-04
PRV0003023,ProviderB,Redwood Capital,NG,NG-829126,Financials,Active,0.931,2025-01-13
PRV0003024,ProviderB,Frontier Services,US,US-925221,Energy,Active,0.912,2024-11-29
PRV0003025,ProviderB,Korefield Capital,LU,LU-966752,Energy,Active,0.759,2024-11-20
PRV0003026,ProviderC,Summit Holdings,HK,HK-464335,Industrials,Inactive,0.66,2025-03-09
PRV0003027,ProviderA,Summit Ltd,SG,SG-258414,Consumer Goods,Active,0.615,2024-09-23
PRV0003028,ProviderB,Cedar Finance,DE,DE-630808,Utilities,Active,0.482,2024-07-05
PRV0003029,ProviderB,Greenfield Partners,ZA,ZA-454403,Telecommunications,Active,0.96,2024-02-14
PRV0003030,ProviderA,Silvergate Energy,SG,SG-617097,Consumer Goods,Active,0.939,2024-10-05
PRV0003031,ProviderC,Unknown Entity,JP,JP-642609,Technology,Unknown,0.731,2024-05-14
PRV0003032,ProviderC,Frontier Partners,CA,CA-584918,Materials,Active,0.979,2024-12-11
PRV0003033,ProviderC,Frontier Technologies,JP,JP-746314,Technology,,0.62,2025-03-14
PRV0003034,ProviderC,Cedar Capital,JP,JP-464657,Energy,Active,0.685,2024-06-12
PRV0003035,ProviderA,Northbridge Group,CA,CA-976805,Real Estate,Active,0.634,2024-10-30
PRV0003036,ProviderB,Lagos Continental Finance,HK,HK-337710,Energy,Active,0.671,2024-12-11
PRV0003037,ProviderB,Redwood Holdings,NL,NL-171934,Technology,Active,0.788,2025-02-05
PRV0003038,ProviderA,Falcon Investments,GB,GB-868444,Financials,Inactive,,2024-09-09
PRV0003039,ProviderB,Unknown Entity,SG,,Energy,Active,0.881,2024-07-23
PRV0003040,ProviderA,Albion Industries,CH,CH-871749,Consumer Goods,Active,0.8,2024-10-03
PRV0003041,ProviderB,Summit Investments,JP,JP-162052,Healthcare,Active,0.96,2024-04-11
PRV0003042,ProviderB,Silvergate Partners,GB,GB-632186,Real Estate,Unknown,1.171,2024-04-20
PRV0003043,ProviderC,Silvergate Industries,AU,AU-512490,Consumer Goods,Unknown,0.755,2024-08-27
PRV0003044,ProviderA,Union Services,BR,BR-584435,Telecommunications,Active,0.904,2024-01-01
PRV0003045,ProviderC,Silvergate Finance,GB,GB-312559,Financials,Dissolved,0.715,2024-11-16
PRV0003046,ProviderB,Falcon Finance,IN,IN-975673,Healthcare,Active,0.746,2024-01-07
PRV0003047,ProviderC,GREENFIELD PARTNERS,CH,CH-668372,Telecommunications,Active,0.846,2024-08-11
PRV0003048,ProviderA,Redwood Ltd,IE,IE-494960,Consumer Goods,Active,0.988,2024-08-19
PRV0003049,ProviderB,Sterling Partners,JP,JP-471500,Energy,Dissolved,0.913,2024-01-11
PRV0003050,ProviderA,Summit Investments,DE,,Utilities,Active,0.878,2024-03-26
PRV0003051,ProviderC,Albion Investments,BR,BR-787814,Healthcare,Active,0.791,2024-12-25
PRV0003052,ProviderB,Korefield Finance,SG,SG-811115,Consumer Goods,Active,1.024,2025-01-25
PRV0003053,ProviderC,FALCON PARTNERS,FR,FR-818376,Materials,Active,0.482,2024-12-17
PRV0003054,ProviderB,LAGOS CONTINENTAL INVESTMENTS,FR,FR-986195,Healthcare,Active,0.792,2024-03-12
PRV0003055,ProviderC,Albion Energy,LU,LU-229738,Healthcare,Inactive,0.846,2024-02-20
PRV0003056,ProviderA,Silvergate Partners,US,US-682308,Utilities,Active,1.139,2024-04-30
PRV0003057,ProviderB,BluePeak Services,FR,FR-681740,Industrials,Closed?,1.229,2025-01-01
PRV0003058,ProviderB,Cedar Finance,NG,NG-623908,Materials,Active,0.847,2024-02-05
PRV0003059,ProviderB,Sterling PLC,IN,IN-286835,Healthcare,Active,0.82,2024-03-03
PRV0003060,ProviderC,MERIDIAN HOLDINGS,ZA,ZA-228163,Healthcare,Active,0.759,2024-01-26
PRV0003061,ProviderA,Korefield Technologies ,IE,IE-306150,Healthcare,Active,0.619,2024-03-17
PRV0003062,ProviderB,Atlas Finance,JP,JP-911425,Energy,Inactive,0.869,2025-02-13
PRV0003063,ProviderB,Sterling Corp,NG,NG-828310,Utilities,Active,1.172,2024-04-23
PRV0003064,ProviderC,Riverstone PLC,BR,BR-412784,Technology,Active,0.778,2024-05-16
PRV0003065,ProviderB,Cedar Finance,BR,BR-456030,Industrials,Merged,0.65,2024-05-28
PRV0003066,ProviderB,Korefield Energy,IE,IE-367757,Consumer Goods,Active,0.664,2025-03-18
PRV0003067,ProviderB,Riverstone Ltd,NL,NL-559639,Energy,Active,0.962,2024-12-04
PRV0003068,ProviderC,Atlas Capital,CH,CH-432301,Real Estate,Active,0.764,2025-01-17
PRV0003069,ProviderA,REDWOOD FINANCE,US,US-904165,Utilities,Active,0.922,2024-04-30
PRV0003070,ProviderA,,CA,CA-756767,Industrials,Active,0.851,2024-04-15
PRV0003071,ProviderA,Oakwell Finance,LU,LU-937621,Industrials,Dissolved,0.798,2024-01-28
PRV0003072,ProviderB,Meridian Finance,NL,NL-430607,Consumer Goods,Active,0.736,2024-05-30
PRV0003073,ProviderB,REDWOOD LTD,GB,GB-149918,Energy,Merged,0.643,2024-09-17
PRV0003074,ProviderC,Atlas Industries,SG,SG-406688,Telecommunications,Active,0.893,2024-02-09
PRV0003075,ProviderA,Frontier Corp,BR,BR-109732,Consumer Goods,Active,,2024-03-05
PRV0003076,ProviderB,Cedar Corp,ZZZ,ZA-837980,Real Estate,Active,0.938,2024-09-01
PRV0003077,ProviderB,Frontier Energy,LU,LU-142528,Financials,Active,0.504,2024-03-13
PRV0003078,ProviderB,Falcon Services,AE,AE-915349,Technology,Active,0.863,2024-09-18
PRV0003079,ProviderC,Meridian Finance,CA,CA-987164,Materials,Active,0.856,2024-02-24
PRV0003080,ProviderA,Summit Energy,IE,IE-762291,Healthcare,Active,0.909,2024-07-14
PRV0003081,ProviderA,Granite Ltd,LU,LU-499391,Energy,Dissolved,1.089,2024-12-02
PRV0003082,ProviderB,Frontier Group,GB,GB-906265,Technology,Active,0.613,2024-05-31
PRV0003083,ProviderA,Riverstone Holdings,CA,CA-491107,Energy,Active,0.878,2024-05-04
PRV0003084,ProviderB,Crestline Partners,BR,BR-719562,Consumer Goods,Active,0.882,2025-03-11
PRV0003085,ProviderB,Falcon Services,AE,AE-916602,Materials,Active,0.722,2025-03-12
PRV0003086,ProviderC,Sterling Ltd,AE,AE-430248,Consumer Goods,Active,0.836,2024-07-29
PRV0003087,ProviderA,BluePeak Industries,GB,GB-207000,Real Estate,Active,0.632,2024-09-08
PRV0003088,ProviderB,Sterling Group,BR,BR-400171,Financials,Merged,0.861,2025-01-21
PRV0003089,ProviderA,Lagos Continental Partners ,CA,CA-208884,Technology,Active,1.119,2024-06-24
PRV0003090,ProviderC,Falcon Partners,BR,BR-332028,Energy,Active,0.737,2025-01-22
PRV0003091,ProviderB,Helios Ltd,CA,CA-173083,Industrials,Dissolved,0.87,2025-01-26
PRV0003092,ProviderC,Atlas Group,GB,GB-714704,Materials,Active,0.851,2025-01-29
PRV0003093,ProviderA,Korefield Energy ,IE,IE-706827,Consumer Goods,Active,-0.3,2024-07-03
PRV0003094,ProviderC,Summit Energy,HK,HK-442674,Materials,Active,0.666,2024-10-02
PRV0003095,ProviderA,Granite Partners,HK,HK-562209,Materials,Active,1.132,2024-07-05
PRV0003096,ProviderA,BluePeak Energy,DE,DE-160662,Energy,Active,0.953,2024-10-11
PRV0003097,ProviderC,Oakwell Finance ,SG,SG-305005,Telecommunications,Active,0.756,2024-07-08
PRV0003098,ProviderC,Helios Partners,US,US-243064,Technology,Inactive,0.694,2024-04-10
PRV0003099,ProviderC,Silvergate Technologies,SG,SG-204968,Healthcare,Active,0.736,2024-01-15
PRV0003100,ProviderC,Falcon Ltd,ZA,ZA-573468,Materials,Active,0.773,2024-09-23
PRV0003101,ProviderA,Horizon Investments,HK,HK-402542,Industrials,Active,1.01,2024-04-20
PRV0003102,ProviderA,Crestline Ltd,NG,NG-552554,Technology,Inactive,0.615,2024-01-11
PRV0003103,ProviderC,Lagos Continental Energy,LU,LU-475059,Utilities,Active,0.393,2024-02-18
PRV0003104,ProviderC,Greenfield Holdings,SG,SG-800171,Utilities,Unknown,0.771,2024-05-05
PRV0003105,ProviderA,Frontier PLC,LU,LU-301751,Financials,Active,0.617,2024-07-19
PRV0003106,ProviderB,Frontier Partners,NG,NG-994071,Technology,Inactive,1.239,2024-02-24
PRV0003107,ProviderA,Northbridge Holdings,US,US-541481,Materials,Active,0.749,2024-05-26
PRV0003108,ProviderA,Crestline PLC,ZA,ZA-341325,Utilities,Active,0.71,2024-02-10
PRV0003109,ProviderB,BluePeak Technologies,AU,AU-509243,Energy,Active,0.719,2024-04-19
PRV0003110,ProviderA,Meridian Investments,BR,BR-361030,Technology,Active,0.783,2024-06-22
PRV0003111,ProviderB,Frontier PLC,NG,NG-116356,Materials,Active,0.951,2025-01-13
PRV0003112,ProviderA,Summit Technologies,IE,IE-492123,Industrials,Active,1.095,2024-06-05
PRV0003113,ProviderC,Falcon Holdings,ZA,ZA-382259,Industrials,Active,1.094,2024-06-09
PRV0003114,ProviderC,Korefield Group,AU,,Real Estate,Active,0.781,2024-01-14
PRV0003115,ProviderC,Meridian Finance,DE,DE-385432,Energy,Active,0.652,2024-07-22
PRV0003116,ProviderA,Westbridge Investments,NG,NG-746381,Utilities,Dissolved,0.811,2025-02-17
PRV0003117,ProviderA,Meridian Group,IN,IN-107386,Technology,Active,0.897,2024-08-21
PRV0003118,ProviderC,Atlas Technologies,FR,FR-413829,Financials,Active,0.67,2024-12-04
PRV0003119,ProviderC,Atlas Services,DE,DE-574360,Industrials,Active,0.845,2024-04-27
PRV0003120,ProviderC,RIVERSTONE LTD,US,US-781003,Telecommunications,Active,0.918,2024-01-08
PRV0003121,ProviderA,Albion Industries,CH,CH-871749,Consumer Goods,Active,0.531,2024-12-28
PRV0003122,ProviderC,Albion Finance,AE,AE-541105,Materials,Active,,2024-12-16
PRV0003123,ProviderA,Union Holdings ,FR,FR-385892,Telecommunications,Active,0.583,2024-08-19
PRV0003124,ProviderB,Nova Energy,AE,AE-697310,Technology,Dissolved,0.73,2025-01-25
PRV0003125,ProviderB,Atlas Technologies,FR,FR-622061,Real Estate,Active,0.709,2024-05-15
PRV0003126,ProviderB,Lagos Continental Corp,NL,NL-898882,Materials,Inactive,0.972,2024-10-28
PRV0003127,ProviderB,Atlas Ltd,JP,JP-293090,Healthcare,Inactive,0.669,2024-02-10
PRV0003128,ProviderA,Korefield Energy,ZA,ZA-514966,Consumer Goods,Inactive,0.887,2024-08-18
PRV0003129,ProviderB,Korefield Holdings,DE,DE-969931,Technology,Active,0.686,2025-01-25
PRV0003130,ProviderA,Horizon PLC,N/A,DE-103615,Financials,Merged,0.981,2024-07-16
PRV0003131,ProviderC,Westbridge Finance,NL,NL-498944,Real Estate,Unknown,1.208,2025-01-30
PRV0003132,ProviderA,Falcon PLC,IE,IE-249202,Financials,Active,0.815,2025-01-07
PRV0003133,ProviderB,Falcon Energy,CA,,Healthcare,Active,0.745,2024-05-19
PRV0003134,ProviderA,Redwood Capital,BR,BR-864356,Energy,Dissolved,0.994,2024-06-18
PRV0003135,ProviderC,Atlas Industries,XX,BR-628263,Energy,Active,0.651,2024-03-03
PRV0003136,ProviderB,BLUEPEAK CAPITAL,DE,DE-933561,Telecommunications,Active,0.695,2025-03-24
PRV0003137,ProviderA,Korefield Services,IN,IN-370348,Energy,Active,0.723,2024-12-05
PRV0003138,ProviderC,Helios Services,CH,CH-823810,Utilities,Dissolved,0.682,2024-07-02
PRV0003139,ProviderC,Cedar Services,NG,NG-746928,Materials,Active,0.876,2024-01-27
PRV0003140,ProviderB,Redwood Holdings,ZA,ZA-254896,Consumer Goods,Active,1.026,2024-05-27
PRV0003141,ProviderC,Atlas Corp,JP,JP-854776,Real Estate,Active,0.925,2024-10-06
PRV0003142,ProviderC,Korefield Holdings,NG,NG-644480,Energy,Active,0.577,2025-03-23
PRV0003143,ProviderB,Lagos Continental Services,AU,AU-234410,Utilities,Active,0.903,2024-03-01
PRV0003144,ProviderB,PrimeEdge Capital,IE,IE-559317,Energy,Active,0.957,2025-03-30
PRV0003145,ProviderC,Cedar Ltd,LU,LU-237030,Industrials,Active,0.923,2024-05-05
PRV0003146,ProviderA,PrimeEdge Group,JP,JP-428292,Real Estate,Active,0.578,2024-10-15
PRV0003147,ProviderB,Redwood Technologies,AU,AU-599681,Technology,Unknown,0.678,2024-08-13
PRV0003148,ProviderA,PrimeEdge Energy,IE,IE-414270,Technology,Active,0.952,2024-01-03
PRV0003149,ProviderB,,HK,HK-153024,Telecommunications,Active,0.887,2024-10-09
PRV0003150,ProviderA,Redwood Finance,US,US-904165,Utilities,Active,0.873,2025-01-14
PRV0003151,ProviderB,CEDAR TECHNOLOGIES,BR,BR-169610,Materials,Active,0.917,2024-10-10
PRV0003152,ProviderA,Horizon Finance,CA,CA-545562,Consumer Goods,Unknown,0.682,2025-03-14
PRV0003153,ProviderC,Helios Energy,AU,AU-280015,Healthcare,Merged,0.821,2024-09-27
PRV0003154,ProviderA,ALBION PLC,DE,DE-987796,Healthcare,Merged,1.092,2024-04-21
PRV0003155,ProviderB,Helios Investments,HK,HK-942499,Materials,Active,0.544,2024-06-14
PRV0003156,ProviderA,PrimeEdge Ltd,,GB-648594,Energy,Active,0.821,2024-11-04
PRV0003157,ProviderC,SUMMIT ENERGY,SG,,Materials,Unknown,0.879,2024-08-06
PRV0003158,ProviderA,Meridian Energy,AU,AU-795696,Materials,Active,0.87,2024-11-20
PRV0003159,ProviderA,Crestline Technologies,BR,BR-621152,Industrials,Active,0.591,2024-06-04
PRV0003160,ProviderA,Korefield Industries,CH,CH-890569,Real Estate,Active,0.891,2024-09-02
PRV0003161,ProviderA,Granite Technologies,LU,LU-917240,Utilities,Active,0.609,2024-06-15
PRV0003162,ProviderB,Albion Services,AE,AE-110446,Industrials,Active,0.995,2024-11-14
PRV0003163,ProviderB,Northbridge Industries,LU,LU-362461,Technology,Active,0.454,2025-03-05
PRV0003164,ProviderC,Atlas Energy,US,US-591298,Consumer Goods,Active,0.716,2025-01-08
PRV0003165,ProviderC,SILVERGATE PARTNERS,JP,JP-607818,Real Estate,Unknown,0.792,2024-10-26
PRV0003166,ProviderB,Horizon Investments,GB,GB-478243,Telecommunications,Active,0.651,2024-06-08
