entity_id,legal_name,normalized_name,country_code,registration_number,entity_type,sector,industry,status,incorporation_date,last_verified_date,source_system,created_at,updated_at
ENT003779,PrimeEdge Investments,PRIMEEDGE INVESTMENTS,AE,AE-175319,Private Company,Real Estate,Pharmaceuticals,Active,2001-02-06,2024-11-10,Issuer Feed,2021-11-16,2023-10-11
ENT003780,Atlas Finance,ATLAS FINANCE,IE,IE-379921,Private Company,Real Estate,Oil & Gas,Active,1992-12-26,2023-11-16,Manual Upload,2020-04-27,2024-11-03
ENT003781,Horizon Ltd,HORIZON,FR,FR-364484,Public Company,Technology,Software,Unknown,1981-05-25,2021-11-10,Issuer Feed,2023-09-06,2023-12-17
ENT003782,Albion Corporation,ALBION,IE,IE-373058,Fund,Energy,Software,Inactive,2000-12-06,2023-01-04,ProviderA,2021-09-28,2024-12-02
ENT003783,Nova Finance,NOVA FINANCE,ZA,ZA-523846,Private Company,Real Estate,Telecom Services,Active,2000-08-24,2021-07-01,Issuer Feed,2020-09-30,2024-05-27
ENT003784,Crestline Holdings,CRESTLINE,CA,CA-217923,Public Company,Real Estate,Oil & Gas,Active,2021-05-25,2024-05-03,Issuer Feed,2022-04-30,2024-06-10
ENT003785,Helios Technologies,HELIOS TECHNOLOGIES,LU,,Financial Institution,Financials,Oil & Gas,Inactive,2015-10-01,2017-02-26,ProviderA,2020-11-11,2024-06-27
ENT003786,Greenfield Services,GREENFIELD SERVICES,GB,GB-517428,Private Company,Industrials,Banking,Active,1991-11-06,2024-03-19,Issuer Feed,2021-09-27,2024-09-28
ENT003787,BluePeak Finance,BLUEPEAK FINANCE,BR,BR-269288,Financial Institution,Consumer Goods,Mining,Active,1984-11-08,2022-11-08,Internal Master,2022-11-24,2024-11-10
ENT003788,Meridian Ltd,MERIDIAN,DE,DE-508137,Financial Institution,Financials,Mining,Active,2014-09-01,2021-08-31,Issuer Feed,2021-06-08,2023-11-03
ENT003789,Granite Group,GRANITE,FR,FR-706900,Private Company,Telecommunications,Software,Active,2001-06-08,2022-12-18,Issuer Feed,2023-09-29,2024-08-11
ENT003790,Falcon Industries,FALCON INDUSTRIES,NG,NG-470742,Private Company,Materials,Logistics,Active,1981-11-09,2023-01-16,Manual Upload,2021-02-26,2024-06-30
ENT003791,Northbridge Holdings,NORTHBRIDGE,GB,GB-102245,Government Entity,Technology,Pharmaceuticals,Active,2013-03-01,2022-04-11,KYC Platform,2020-07-07,2024-04-11
ENT003792,Greenfield Group,GREENFIELD,NG,NG-732784,Private Company,Utilities,Retail,Active,1995-03-11,2022-07-06,Internal Master,2021-12-02,2023-06-26
ENT003793,Northbridge Limited,NORTHBRIDGE,AU,AU-620680,Private Company,Financials,Retail,Active,1987-07-13,2021-03-09,Manual Upload,2020-11-10,2024-01-03
ENT003794,PrimeEdge PLC,PRIMEEDGE,HK,HK-477832,Private Company,Technology,Software,Active,2008-12-25,2023-02-04,ProviderB,2023-02-05,2023-06-11
ENT003795,Atlas Technologies,ATLAS TECHNOLOGIES,CH,CH-120561,Private Company,Consumer Goods,Telecom Services,Active,2014-07-19,2021-10-10,ProviderB,2020-09-01,2023-04-18
ENT003796,Atlas Industries,ATLAS INDUSTRIES,US,US-180103,Financial Institution,Materials,Banking,Active,2014-02-21,2024-05-13,Manual Upload,2021-07-06,2025-01-14
ENT003797,Meridian Industries,MERIDIAN INDUSTRIES,JP,JP-171461,SPV,Real Estate,Telecom Services,Active,1992-01-25,2024-01-18,ProviderA,2023-11-22,2024-07-25
ENT003798,Albion Investments,ALBION INVESTMENTS,CH,CH-866852,Financial Institution,Materials,Power Generation,Unknown,2006-01-20,2023-06-02,KYC Platform,2023-09-06,2024-03-09
ENT003799,Horizon Capital,HORIZON CAPITAL,NL,NL-377932,SPV,Materials,Banking,Active,2000-06-29,2021-11-24,Issuer Feed,2022-11-18,2023-12-15
ENT003800,Northbridge Holdings,NORTHBRIDGE,LU,LU-482590,Fund,Real Estate,Power Generation,Active,2018-03-30,2023-09-03,KYC Platform,2024-01-22,2023-02-26
ENT003801,Riverstone Limited,RIVERSTONE,AE,AE-726427,Private Company,Healthcare,Power Generation,Active,1988-05-07,2024-12-21,Issuer Feed,2020-06-25,2023-10-05
ENT003802,Nova PLC,NOVA,SG,,Financial Institution,Energy,Mining,Active,2016-02-11,2023-07-11,Issuer Feed,2023-04-16,2023-06-05
ENT003803,Korefield Group,KOREFIELD,AU,,Financial Institution,Real Estate,Private Equity,Active,1995-03-28,2024-02-23,KYC Platform,2020-02-08,2024-02-29
ENT003804,Albion PLC,ALBION,NL,NL-936905,Financial Institution,Energy,Banking,Active,2007-03-03,2024-08-08,Internal Master,2022-09-12,2023-12-30
ENT003805,Nova Limited,NOVA,IN,IN-338597,,Consumer Goods,Banking,Dissolved,2002-02-03,2024-05-24,Issuer Feed,2020-03-25,2025-01-30
ENT003806,Korefield PLC,KOREFIELD,IN,IN-790672,Private Company,Utilities,Oil & Gas,Inactive,1995-04-26,2018-06-18,Issuer Feed,2021-07-15,2024-10-29
ENT003807,Lagos Continental Industries,LAGOS CONTINENTAL INDUSTRIES,JP,JP-848891,Private Company,Financials,Retail,Active,1990-03-08,2024-06-29,ProviderA,2020-05-28,2024-04-19
ENT003808,Frontier Partners,FRONTIER PARTNERS,CA,CA-584918,Financial Institution,Materials,Power Generation,Active,1996-01-01,2024-01-24,Issuer Feed,2022-11-22,2024-12-07
ENT003809,Falcon Finance,FALCON FINANCE,GB,GB-245911,Public Company,Healthcare,Telecom Services,Unknown,2006-09-22,2023-11-17,ProviderA,2023-07-08,2023-09-17
ENT003810,Nova Corporation,NOVA,ZA,ZA-590519,Private Company,Technology,Pharmaceuticals,Unknown,2007-01-23,2021-11-29,ProviderA,2024-03-24,2023-03-31
ENT003811,Granite Technologies,GRANITE TECHNOLOGIES,IE,IE-320099,Private Company,Healthcare,Software,Active,2007-06-04,2022-11-13,Internal Master,2024-06-10,2024-03-18
ENT003812,Silvergate Ltd,SILVERGATE,AU,AU-864577,Private Company,Industrials,Banking,Inactive,2008-11-19,2024-08-13,KYC Platform,2020-08-06,2023-02-18
ENT003813,Silvergate Technologies,SILVERGATE TECHNOLOGIES,FR,FR-779049,Private Company,Industrials,Pharmaceuticals,Dissolved,1982-04-01,2024-09-01,ProviderA,2024-02-18,2025-01-13
ENT003814,Sterling Limited,STERLING,BR,BR-841268,Private Company,Energy,Pharmaceuticals,Unknown,1997-05-12,2021-06-18,Issuer Feed,2021-04-11,2023-04-07
ENT003815,Greenfield Energy,GREENFIELD ENERGY,AU,AU-845499,Public Company,Energy,Pharmaceuticals,Active,1993-11-10,2022-09-16,KYC Platform,2023-12-23,2024-11-06
ENT003816,Cedar Capital,CEDAR CAPITAL,AU,AU-260787,Private Company,Industrials,Banking,Unknown,1997-06-28,2023-06-05,ProviderB,2023-11-22,2024-06-13
ENT003817,Union Capital,UNION CAPITAL,AU,AU-127284,Private Company,Technology,Software,Active,1996-10-26,2021-05-20,ProviderA,2024-02-18,2023-07-14
ENT003818,Korefield Holdings,KOREFIELD,LU,LU-663850,Public Company,Telecommunications,Private Equity,Active,1987-10-11,2021-12-26,Manual Upload,2022-04-10,2024-02-25
ENT003819,Riverstone Industries,RIVERSTONE INDUSTRIES,IE,IE-652518,Fund,Real Estate,Software,Active,2022-06-14,2023-05-22,Manual Upload,2023-05-17,2024-03-05
ENT003820,PrimeEdge Corporation,PRIMEEDGE,SG,SG-879143,Private Company,Financials,Private Equity,Active,1980-01-05,2023-08-17,ProviderB,2021-12-02,2024-08-05
ENT003821,Falcon Investments,FALCON INVESTMENTS,AE,AE-674048,Private Company,Financials,Banking,Inactive,2006-03-16,2021-06-04,ProviderA,2020-05-07,2023-12-03
ENT003822,Crestline Partners,CRESTLINE PARTNERS,BR,BR-822975,Private Company,Telecommunications,Telecom Services,Active,2000-04-21,2022-09-11,Issuer Feed,2022-02-16,2024-04-13
ENT003823,Atlas Technologies,ATLAS TECHNOLOGIES,FR,FR-413829,Private Company,Financials,Oil & Gas,Active,2010-12-13,2023-08-16,Issuer Feed,2020-11-26,2023-11-24
ENT003824,Meridian Limited,MERIDIAN,CH,CH-212244,Financial Institution,Telecommunications,Pharmaceuticals,Active,2016-07-21,2024-12-18,ProviderB,2020-06-15,2023-03-17
ENT003825,Meridian Investments,MERIDIAN INVESTMENTS,CH,CH-134168,Public Company,Industrials,Mining,Active,2008-07-19,2024-12-28,KYC Platform,2020-08-08,2024-07-14
ENT003826,Summit Technologies,SUMMIT TECHNOLOGIES,IE,IE-492123,Private Company,Industrials,Power Generation,Active,2013-09-22,2022-03-30,Issuer Feed,2020-12-26,2023-07-23
ENT003827,Cedar Holdings,CEDAR,AE,AE-101738,Fund,Telecommunications,Retail,Active,1992-01-18,2023-09-14,ProviderA,2023-07-31,2023-08-09
ENT003828,Riverstone Group,RIVERSTONE,BR,BR-566409,Public Company,Real Estate,Telecom Services,Active,2023-09-24,2023-03-19,Manual Upload,2024-04-28,2023-09-19
ENT003829,PrimeEdge Finance,PRIMEEDGE FINANCE,GB,GB-460685,Government Entity,Energy,Telecom Services,Active,1983-11-03,2021-11-04,KYC Platform,2023-10-28,2024-03-23
ENT003830,Falcon Partners,FALCON PARTNERS,BR,BR-332028,Financial Institution,Energy,Power Generation,Active,2009-06-14,2023-01-12,Internal Master,2022-11-22,2024-07-12
ENT003831,Falcon Energy,FALCON ENERGY,AU,AU-632013,Fund,Telecommunications,Retail,Active,1986-06-13,2021-07-21,Manual Upload,2023-12-19,2024-10-04
ENT003832,Crestline Partners,CRESTLINE PARTNERS,,JP-711548,Financial Institution,Financials,Retail,Active,1990-04-16,2020-10-19,Manual Upload,2021-04-15,2024-04-15
ENT003833,Frontier Capital,FRONTIER CAPITAL,HK,HK-135726,Private Company,Industrials,Banking,Unknown,2016-04-22,2022-06-05,Manual Upload,2024-01-31,2023-11-10
ENT003834,Oakwell Energy,OAKWELL ENERGY,SG,SG-528603,Private Company,Industrials,Mining,Inactive,2009-10-19,2022-01-17,Issuer Feed,2024-04-03,2025-01-17
ENT003835,Cedar Group,CEDAR,US,US-945710,Public Company,Healthcare,Retail,Inactive,2007-11-14,2020-01-22,ProviderA,2020-09-01,2024-01-10
ENT003836,Korefield Energy,KOREFIELD ENERGY,IE,IE-367757,Public Company,Consumer Goods,Software,Active,2016-06-13,2021-03-17,KYC Platform,2021-10-14,2023-04-25
ENT003837,Greenfield Industries,GREENFIELD INDUSTRIES,GB,GB-802961,Private Company,Energy,Oil & Gas,Active,1992-04-01,2023-04-13,KYC Platform,2021-04-05,2024-09-24
ENT003838,Union Limited,UNION,CA,CA-403177,Private Company,Technology,Telecom Services,Dissolved,2008-03-14,2016-04-26,KYC Platform,2020-08-19,2025-01-10
ENT003839,Frontier Corporation,FRONTIER,IN,IN-344496,Private Company,Financials,Power Generation,Active,1988-11-18,2024-02-19,Internal Master,2020-10-10,2023-08-18
ENT003840,Crestline Holdings,CRESTLINE,CH,CH-871000,Private Company,Materials,Private Equity,Active,2001-03-12,2021-04-17,ProviderA,2024-05-04,2023-06-23
ENT003841,Helios Industries,HELIOS INDUSTRIES,CH,CH-420793,Fund,Real Estate,Private Equity,Active,1997-10-23,2023-08-20,ProviderB,2020-10-25,2023-10-05
ENT003842,Silvergate Partners,SILVERGATE PARTNERS,BR,,Private Company,Technology,Private Equity,Active,2007-03-19,2021-08-06,KYC Platform,2022-12-29,2023-09-28
ENT003843,Albion Industries,ALBION INDUSTRIES,NG,NG-689173,Private Company,Financials,Telecom Services,Active,1982-11-09,2023-06-21,ProviderA,2023-12-03,2023-06-01
ENT003844,Korefield Partners,KOREFIELD PARTNERS,AU,AU-831137,Private Company,Technology,Mining,Active,1981-02-18,2021-07-28,Issuer Feed,2023-05-21,2023-01-28
ENT003845,Korefield Finance,KOREFIELD FINANCE,CH,CH-833305,Fund,Materials,Banking,Active,1981-05-23,2022-09-29,Manual Upload,2022-01-14,2023-05-29
ENT003846,Westbridge Technologies,WESTBRIDGE TECHNOLOGIES,AE,AE-922481,Private Company,Real Estate,Pharmaceuticals,Active,1991-08-31,2023-08-22,ProviderB,2020-02-06,2023-08-22
ENT003847,Summit Investments,SUMMIT INVESTMENTS,ZA,ZA-599324,SPV,Telecommunications,Logistics,Active,2005-05-06,2021-09-10,KYC Platform,2021-11-17,2023-05-29
ENT003848,Falcon Industries,FALCON INDUSTRIES,NL,NL-957074,Public Company,Materials,Telecom Services,Merged,1986-12-09,2021-07-13,ProviderA,2021-04-09,2023-06-07
ENT003849,Albion Holdings,ALBION,NL,NL-153743,Private Company,Energy,Software,Unknown,2023-08-12,2023-07-21,ProviderA,2023-11-20,2025-01-14
ENT003850,Korefield Holdings,KOREFIELD,SG,SG-542644,Financial Institution,Consumer Goods,Software,Active,1998-03-10,2023-07-26,Internal Master,2024-04-01,2023-06-21
ENT003851,Meridian Capital,MERIDIAN CAPITAL,FR,FR-456899,Public Company,Utilities,Mining,Active,1993-05-04,2022-09-05,Manual Upload,2021-01-16,2024-10-10
ENT003852,Albion Holdings,ALBION,DE,DE-187033,Private Company,Financials,Telecom Services,Active,2019-04-17,2015-08-02,ProviderA,2020-09-12,2024-03-27
ENT003853,Granite Capital,GRANITE CAPITAL,SG,SG-885986,Public Company,Industrials,Telecom Services,Active,1987-09-16,2022-03-23,Issuer Feed,2023-09-08,2023-12-11
ENT003854,Silvergate Capital,SILVERGATE CAPITAL,FR,FR-820063,Public Company,Healthcare,Oil & Gas,Dissolved,1988-04-08,2021-11-14,KYC Platform,2023-12-05,2024-09-08
ENT003855,Lagos Continental Partners,LAGOS CONTINENTAL PARTNERS,NL,,Private Company,Energy,Retail,Active,1996-10-02,2023-08-22,Internal Master,2024-06-02,2023-01-14
ENT003856,Nova Holdings,NOVA,HK,HK-670088,Public Company,Technology,Logistics,Active,1983-02-14,2022-03-16,Internal Master,2023-06-19,2024-08-10
ENT003857,Summit Corporation,SUMMIT,GB,,Private Company,Materials,Telecom Services,Inactive,2009-12-24,2022-07-08,Issuer Feed,2022-01-31,2023-11-25
ENT003858,Riverstone Energy,RIVERSTONE ENERGY,CA,CA-442465,Financial Institution,Consumer Goods,Mining,Active,2014-03-08,2022-01-17,Issuer Feed,2021-09-13,2024-10-16
ENT003859,Horizon Industries,HORIZON INDUSTRIES,US,US-715034,Private Company,Financials,Software,Active,1995-07-23,2021-09-03,KYC Platform,2020-04-08,2025-01-29
ENT003860,Crestline Ltd,CRESTLINE,LU,LU-977978,Public Company,Telecommunications,Private Equity,Unknown,2018-03-09,2024-03-31,ProviderB,2023-12-26,2024-07-31
ENT003861,Northbridge Energy,NORTHBRIDGE ENERGY,IN,,Government Entity,Consumer Goods,Telecom Services,Active,1980-04-27,2022-12-08,ProviderB,2024-06-18,2023-04-01
ENT003862,PrimeEdge Limited,PRIMEEDGE,FR,FR-404816,Private Company,Healthcare,Logistics,Active,2003-05-19,2023-04-15,Issuer Feed,2024-02-24,2025-02-09
ENT003863,Westbridge Industries,WESTBRIDGE INDUSTRIES,AE,AE-198342,Financial Institution,Healthcare,Mining,Dissolved,2012-02-13,2022-02-27,ProviderA,2022-07-31,2024-08-22
ENT003864,Northbridge Group,NORTHBRIDGE,BR,BR-916869,Private Company,Consumer Goods,Oil & Gas,Active,1996-07-26,2021-05-08,Internal Master,2023-11-24,2023-01-15
ENT003865,Sterling Finance,STERLING FINANCE,LU,LU-577070,Fund,Materials,Telecom Services,Active,2021-08-25,2023-12-08,ProviderA,2020-01-05,2023-05-31
ENT003866,Meridian Group,MERIDIAN,CH,CH-633325,Financial Institution,Utilities,Pharmaceuticals,Active,1998-12-10,2023-11-21,ProviderA,2021-10-31,2025-02-18
ENT003867,Nova Technologies,NOVA TECHNOLOGIES,FR,FR-339829,Private Company,Industrials,Telecom Services,Active,2020-05-23,2021-03-10,ProviderA,2020-06-25,2024-10-22
ENT003868,Northbridge Holdings,NORTHBRIDGE,IN,IN-132977,Government Entity,Technology,Oil & Gas,Active,2008-12-28,2024-07-18,ProviderB,2022-08-22,2023-11-20
ENT003869,BluePeak Partners,BLUEPEAK PARTNERS,IN,,Fund,Energy,Power Generation,Active,1990-02-26,2024-05-31,Issuer Feed,2020-01-04,2025-01-24
ENT003870,Horizon Energy,HORIZON ENERGY,IE,IE-874300,Government Entity,Energy,Banking,Active,2016-07-28,2024-05-24,Issuer Feed,2021-05-17,2024-01-12
ENT003871,Riverstone Capital,RIVERSTONE CAPITAL,US,US-406970,Private Company,Energy,Pharmaceuticals,Active,2028-09-20,2022-11-06,ProviderA,2021-11-19,2024-11-15
ENT003872,Silvergate PLC,SILVERGATE,IN,IN-785990,Private Company,Real Estate,Mining,Active,1988-05-02,2023-10-11,ProviderB,2020-08-01,2024-03-31
ENT003873,BluePeak Ltd,BLUEPEAK,US,US-614821,Public Company,Consumer Goods,Telecom Services,Dissolved,2014-04-23,2019-08-21,ProviderB,2020-05-21,2024-06-04
ENT003874,PrimeEdge Ltd,PRIMEEDGE,HK,HK-678238,Financial Institution,Financials,Logistics,Active,2019-09-12,2023-05-25,ProviderB,2024-01-21,2023-01-07
ENT003875,Oakwell Finance,OAKWELL FINANCE,JP,JP-255487,Public Company,Materials,Pharmaceuticals,Active,1997-01-26,2021-07-14,Manual Upload,2021-03-23,2025-02-04
ENT003876,Horizon Capital,HORIZON CAPITAL,CH,CH-653127,Public Company,Energy,Banking,Merged,2008-12-03,2024-08-21,Manual Upload,2024-05-30,2023-05-24
ENT003877,Sterling Limited,STERLING,IE,IE-245036,Financial Institution,Telecommunications,Oil & Gas,Active,2010-09-08,2024-10-13,Manual Upload,2021-08-31,2023-06-18
ENT003878,Riverstone Finance,RIVERSTONE FINANCE,GB,GB-296951,Private Company,Financials,Power Generation,Active,2012-06-25,2021-08-08,ProviderB,2020-04-06,2023-12-18
ENT003879,Riverstone Limited,RIVERSTONE,JP,JP-421134,Fund,Consumer Goods,Software,Active,2019-11-06,2023-02-24,Issuer Feed,2020-06-18,2024-08-18
ENT003880,PrimeEdge Capital,PRIMEEDGE CAPITAL,FR,FR-293037,Private Company,Consumer Goods,Banking,Closed?,1983-10-28,2023-05-16,Issuer Feed,2023-02-03,2024-08-30
ENT003881,Helios Investments,HELIOS INVESTMENTS,FR,FR-918213,Fund,Materials,Logistics,Unknown,1988-06-21,2024-01-28,Issuer Feed,2020-01-21,2024-05-09
ENT003882,Meridian Services,MERIDIAN SERVICES,IN,,Private Company,Telecommunications,Pharmaceuticals,Active,2020-05-27,2022-12-16,Internal Master,2024-04-07,2024-11-17
ENT003883,Lagos Continental Industries,LAGOS CONTINENTAL INDUSTRIES,HK,,Private Company,Industrials,Mining,Merged,2003-12-17,2024-07-13,Manual Upload,2021-02-23,2024-07-01
ENT003884,Silvergate Energy,SILVERGATE ENERGY,ZA,ZA-238723,Private Company,Consumer Goods,Software,Active,2003-03-29,2022-05-20,Manual Upload,2022-09-25,2023-04-27
ENT003885,Cedar Finance,CEDAR FINANCE,NL,NL-883190,Private Company,Telecommunications,Software,Active,1997-09-23,2022-04-13,Issuer Feed,2021-12-29,2024-09-10
ENT003886,Sterling Limited,STERLING,NL,NL-402832,Private Company,Industrials,Oil & Gas,Active,1995-12-07,2023-12-02,KYC Platform,2020-03-18,2023-07-27
ENT003887,Oakwell Finance,OAKWELL FINANCE,CA,CA-929033,Public Company,Utilities,Oil & Gas,Active,1990-10-09,2023-03-11,ProviderB,2023-02-28,2024-02-14
ENT003888,Atlas Corporation,ATLAS,CH,CH-586651,SPV,Consumer Goods,Retail,Active,1997-07-20,2021-04-30,ProviderA,2020-01-25,2024-04-24
ENT003889,PrimeEdge Finance,PRIMEEDGE FINANCE,LU,LU-540686,Private Company,Materials,Software,Active,1992-11-22,2023-08-09,Internal Master,2023-08-01,2023-11-06
ENT003890,Crestline Holdings,CRESTLINE,SG,SG-217727,Private Company,Energy,Power Generation,Active,2023-09-18,2022-02-13,Manual Upload,2022-04-07,2023-10-12
ENT003891,Albion Ltd,ALBION,BR,BR-490178,Private Company,Utilities,Private Equity,Merged,1987-03-03,2024-05-14,ProviderA,2021-05-11,2023-07-31
ENT003892,Silvergate Industries,SILVERGATE INDUSTRIES,BR,,Private Company,Real Estate,Logistics,Dissolved,2012-03-19,2024-05-07,ProviderB,2024-03-23,2023-08-24
ENT003893,Albion Technologies,ALBION TECHNOLOGIES,JP,JP-985074,SPV,Utilities,Software,Active,1981-07-10,2022-09-06,ProviderB,2020-11-29,2025-02-17
ENT003894,Greenfield Technologies,GREENFIELD TECHNOLOGIES,BR,BR-336987,Private Company,Materials,Private Equity,Unknown,2012-04-14,2024-05-31,Issuer Feed,2021-04-02,2023-10-30
ENT003895,PrimeEdge Services,PRIMEEDGE SERVICES,HK,HK-174532,Financial Institution,Industrials,Mining,Active,1991-08-20,2024-10-22,ProviderA,2022-11-26,2024-01-09
ENT003896,Granite Partners,GRANITE PARTNERS,IN,IN-328564,Fund,Consumer Goods,Mining,Active,2010-11-26,2023-12-02,ProviderA,2021-07-29,2024-07-07
ENT003897,Redwood Group,REDWOOD,LU,LU-318736,Government Entity,Energy,Mining,Active,2001-11-06,2023-06-07,ProviderA,2022-03-10,2023-07-16
ENT003898,Northbridge Capital,NORTHBRIDGE CAPITAL,IN,IN-953148,SPV,Healthcare,Private Equity,Active,2014-02-15,2024-09-25,ProviderA,2024-02-08,2023-06-06
ENT003899,Silvergate Ltd,SILVERGATE,JP,JP-235229,Public Company,Energy,Power Generation,Active,2009-05-02,2024-06-30,Internal Master,2023-08-09,2023-06-15
ENT003900,Meridian PLC,MERIDIAN,HK,HK-993109,Financial Institution,Utilities,Mining,Active,2004-07-21,2022-11-30,ProviderB,2020-05-12,2023-02-18
ENT003901,Crestline PLC,CRESTLINE,LU,LU-201808,Government Entity,Utilities,Pharmaceuticals,Dissolved,2006-03-16,2021-05-02,KYC Platform,2024-03-29,2023-12-23
ENT003902,Redwood Corporation,REDWOOD,CH,CH-830293,Private Company,Energy,Mining,Active,2027-06-24,2023-05-28,ProviderB,2021-11-21,2023-01-03
ENT003903,Redwood Industries,REDWOOD INDUSTRIES,IN,IN-473159,Private Company,Real Estate,Banking,Merged,1985-02-08,2022-11-08,ProviderB,2023-10-09,2023-10-26
ENT003904,Sterling Technologies,STERLING TECHNOLOGIES,ZZZ,LU-148952,Private Company,Healthcare,Private Equity,Active,2004-02-04,2022-06-19,Manual Upload,2021-04-14,2024-02-20
ENT003905,Atlas Capital,ATLAS CAPITAL,SG,SG-652466,Fund,Utilities,Pharmaceuticals,Active,1998-12-26,2021-09-19,ProviderA,2022-09-02,2023-07-23
ENT003906,Albion Industries,ALBION INDUSTRIES,NG,NG-755767,Private Company,Materials,Software,Active,2009-05-13,2023-11-13,Manual Upload,2024-05-02,2023-07-17
ENT003907,Atlas Corporation,ATLAS,JP,JP-854776,Fund,Real Estate,Telecom Services,Active,1988-03-23,2024-08-25,KYC Platform,2024-03-21,2024-04-18
ENT003908,Lagos Continental Services,LAGOS CONTINENTAL SERVICES,IE,IE-260582,Private Company,Energy,Oil & Gas,Active,2012-09-11,2023-05-24,KYC Platform,2022-12-10,2024-03-19
ENT003909,Meridian Technologies,MERIDIAN TECHNOLOGIES,AE,AE-655642,Private Company,Energy,Mining,Inactive,2023-08-13,2021-12-10,ProviderA,2022-10-05,2024-09-14
ENT003910,Greenfield Corporation,GREENFIELD,IN,IN-612298,Private Company,Energy,Power Generation,Active,1994-04-11,2021-01-02,Manual Upload,2022-09-14,2024-11-26
ENT003911,Riverstone Technologies,RIVERSTONE TECHNOLOGIES,US,US-498253,Public Company,Real Estate,Banking,Active,2020-11-10,2023-11-08,ProviderB,2021-11-21,2023-07-15
ENT003912,Northbridge Energy,NORTHBRIDGE ENERGY,ZA,ZA-904341,Public Company,Consumer Goods,Private Equity,Inactive,2020-11-06,2021-08-19,KYC Platform,2020-01-26,2023-08-20
ENT003913,PrimeEdge Services,PRIMEEDGE SERVICES,FR,FR-480852,Government Entity,Energy,Oil & Gas,Active,1998-06-01,2021-04-02,ProviderA,2024-04-01,2024-02-18
ENT003914,,,CA,CA-442175,Private Company,Consumer Goods,Private Equity,Closed?,2017-06-22,2021-10-16,ProviderB,2022-01-17,2023-05-25
ENT003915,Meridian Capital,MERIDIAN CAPITAL,LU,LU-572766,Financial Institution,Consumer Goods,Private Equity,Active,1997-02-04,2018-12-31,Issuer Feed,2023-06-17,2024-07-28
ENT003916,BluePeak Group,BLUEPEAK,NL,NL-935956,SPV,Consumer Goods,Telecom Services,Active,2009-04-29,2022-05-11,Manual Upload,2020-03-11,2023-01-02
ENT003917,Crestline Technologies,CRESTLINE TECHNOLOGIES,NG,NG-880616,SPV,Telecommunications,Telecom Services,Active,2027-04-09,2022-04-13,Manual Upload,2021-02-06,2023-10-17
ENT003918,Granite Technologies,GRANITE TECHNOLOGIES,SG,SG-737534,Private Company,Energy,Private Equity,Active,1998-03-16,2021-10-16,Internal Master,2024-01-15,2025-02-13
ENT003919,Summit Industries,SUMMIT INDUSTRIES,FR,FR-172753,Government Entity,Healthcare,Private Equity,Active,2008-02-19,2024-02-17,Internal Master,2024-03-18,2024-08-02
ENT003920,Frontier Energy,FRONTIER ENERGY,HK,HK-370910,Financial Institution,Utilities,Power Generation,Active,2021-02-06,2024-04-22,Manual Upload,2020-01-18,2024-02-12
ENT003921,Albion Holdings,ALBION,CA,CA-113610,SPV,Materials,Oil & Gas,Unknown,1981-02-22,2022-01-02,Issuer Feed,2024-01-05,2023-01-03
ENT003922,Silvergate Services,SILVERGATE SERVICES,SG,SG-185425,Public Company,Technology,Telecom Services,Inactive,2019-08-30,2022-06-23,Internal Master,2021-05-19,2024-09-24
ENT003923,BluePeak Group,BLUEPEAK,SG,,Fund,Consumer Goods,Software,Active,1996-03-11,2024-04-08,Manual Upload,2020-12-20,2023-12-18
ENT003924,Nova Services,NOVA SERVICES,DE,DE-833815,Public Company,Materials,Banking,Active,2016-06-13,2024-10-24,Issuer Feed,2024-06-21,2024-11-08
ENT003925,Korefield PLC,KOREFIELD,AU,AU-192267,Public Company,Telecommunications,Oil & Gas,Active,1984-09-28,2024-02-27,Manual Upload,2022-05-27,2024-09-10
ENT003926,Cedar Technologies,CEDAR TECHNOLOGIES,CH,CH-512253,Fund,Technology,Logistics,Active,2019-03-17,2023-03-20,Internal Master,2023-07-29,2025-02-24
ENT003927,Nova Technologies,NOVA TECHNOLOGIES,AE,AE-351300,Government Entity,Consumer Goods,Mining,Active,2020-04-29,2024-12-20,Issuer Feed,2020-08-14,2023-04-04
ENT003928,Redwood Corporation,REDWOOD,AE,AE-165424,Public Company,Financials,Banking,Active,1998-10-27,2023-11-29,ProviderB,2023-05-29,2024-11-09
ENT003929,Atlas Ltd,ATLAS,IN,IN-443332,Public Company,Industrials,Banking,Active,2012-11-01,2023-09-17,KYC Platform,2021-08-24,2024-07-15
ENT003930,Atlas Services,ATLAS SERVICES,GB,GB-192810,Financial Institution,Consumer Goods,Banking,Active,2006-03-24,2021-02-13,ProviderA,2023-03-16,2023-08-21
ENT003931,Horizon Technologies,HORIZON TECHNOLOGIES,HK,HK-762447,Public Company,Financials,Oil & Gas,Inactive,1988-10-24,2023-07-21,Internal Master,2022-12-12,2024-10-28
ENT003932,Frontier Partners,FRONTIER PARTNERS,CH,CH-970264,Public Company,Technology,Retail,Active,1990-12-21,2022-02-25,Issuer Feed,2020-03-25,2024-03-21
ENT003933,Sterling Technologies,STERLING TECHNOLOGIES,FR,,SPV,Materials,Private Equity,Merged,2003-09-11,2019-06-28,Internal Master,2023-12-07,2024-06-04
ENT003934,Greenfield Limited,GREENFIELD,NL,NL-318701,Financial Institution,Telecommunications,Banking,Dissolved,2001-06-01,2023-04-18,ProviderB,2021-04-18,2025-01-29
