trade_id,counterparty_entity_id,counterparty_name,issuer_id,issuer_name,instrument_type,instrument_id,isin,trade_date,settlement_date,notional_amount,currency,risk_country,booking_country,exchange_mic,kyc_status,counterparty_risk_rating,lei,sector,source_system,provider_name,provider_confidence_score,ingestion_timestamp,last_verified_date,synthetic_issue_tags
TRD-00001699,ENT-000059,Northstar Telecoms Limited,ISS-000115,Sterling Partners LP,Private Credit,PRI-713041,JPJ90PNODIHJ,2025-03-28,2025-03-28,1749662.97,USD,SG,SG,XTKS,Rejected,Low,Y39C2MU46JD2GVF6LCP2,Utilities,ReferenceDataHub,InternalGoldenSource,0.9638,2025-03-29 11:57:00,2024-09-20,
TRD-00001700,ENT-000256,Cobalt Infrastructure Ltd,ISS-000189,Crescent Partners Inc,Bond,BON-501710,NG1UIMQI09MT,2025-08-17,2025-08-24,3199601.1,USD,SG,SG,XNSA,Approved,Low,FX8VF3SML9CYMTYGW5F2,Technology,ReferenceDataHub,ProviderA,0.756,2025-08-19 06:30:00,2024-02-13,
TRD-00001701,ENT-000327,Nile Holdings Inc,ISS-000015,Bluewater Mining BV,Private Equity,PRI-573756,GB02KQN6C3BE,2026-02-07,2026-02-07,1203571.11,CAD,CA,CA,XLON,Approved,High,9XH0HHXSC7JHXTXTS5BJ,Industrials,CustodyPlatform,ProviderC,0.7788,2026-02-08 23:54:00,2024-08-20,
TRD-00001702,ENT-000115,Atlas Partners Ltd,ISS-000105,Falcon Holdings Inc,Private Credit,PRI-612314,LUPFRJAAG8VF,2025-12-11,2025-12-14,545917.43,USD,US,US,XLUX,Approved,Low,RO8SK3596HHR8X8C28N1,Energy,EMS,InternalGoldenSource,0.8718,2025-12-11 05:59:00,2023-08-02,
TRD-00001703,ENT-000131,Union Capital Inc,ISS-000008,Quantum Pharma GmbH,Equity,EQU-570374,NLFKG9LC5BLM,2025-06-11,2025-06-14,4435413.94,EUR,LU,LU,XAMS,Approved,High,GK23U0H8WN2T3QHFKTCN,Consumer Goods,EMS,ProviderC,0.875,2025-06-12 19:46:00,2023-02-27,
TRD-00001704,ENT-000037,Apex Pharma SA,ISS-000247,Falcon Foods Limited,Private Equity,PRI-538021,CAEUC1G7UM9C,2025-09-08,2025-09-09,1949347.3,CAD,GB,GB,XTSE,Pending,Medium,KT9A90FOH3HJ5S6R044P,Utilities,CustodyPlatform,ProviderA,0.7459,2025-09-10 02:48:00,2024-09-13,
TRD-00001705,ENT-000310,Pioneer Foods GmbH,ISS-000094,Summit Mining Inc,Equity,EQU-371122,LUCIM09Q9WX2,2025-03-30,2025-03-30,7916915.86,EUR,CA,CA,XLUX,Approved,Low,IWGX6M52Y4R1F1XL11FC,Real Estate,OMS,ProviderC,0.9048,2025-03-30 03:59:00,2023-09-08,
TRD-00001706,ENT-000007,Nile Holdings PLC,ISS-000075,Northstar Capital SA,Private Equity,PRI-846135,SGFKDFS95A16,2025-01-21,2025-01-26,724026.42,USD,JP,JP,XSES,Expired,High,XTPDPFF5E8II49KQ71N8,Technology,CustodyPlatform,ProviderC,0.8161,2025-01-23 18:45:00,2023-02-24,high_risk_incomplete_kyc
TRD-00001707,ENT-000135,Apex Infrastructure BV,ISS-000176,Lagoon Capital GmbH,Private Equity,PRI-882875,GBOZZZGOR5NK,2025-12-11,2025-12-25,644373.52,GBP,LU,LU,XLON,Approved,High,485W6UYRLBUOBRD47WOK,Energy,ManualUpload,ProviderC,0.6689,2025-12-11 15:37:00,2025-10-08,low_provider_confidence
TRD-00001708,ENT-000211,Crescent Foods GmbH,ISS-000051,Cobalt Capital PLC,Equity,EQU-677675,GBFVMHXIUYAT,2026-03-22,2026-03-23,274319.95,AUD,AU,AU,XLON,Rejected,Low,DXOEAN5F3DX90XDR7CET,Energy,ReferenceDataHub,ProviderB,0.766,2026-03-23 21:25:00,2023-11-18,
TRD-00001709,ENT-000165,Harbour Markets GmbH,ISS-000104,Atlas Logistics LLC,Bond,BON-438370,CHG7IAGYYBHA,2025-05-07,2025-05-21,-1000000,USD,US,US,XSWX,Approved,High,97XGCK5I0GQMMHZN3MVG,Telecommunications,CustodyPlatform,ProviderC,0.8483,2025-05-07 22:01:00,2023-02-11,invalid_notional_amount
TRD-00001710,ENT-000120,Keystone Pharma Inc,ISS-000229,Orion Telecoms SA,Private Credit,PRI-557346,HKWGE62H6EPN,2025-02-21,2025-02-24,1899563.94,USD,JP,JP,XHKG,Approved,High,DZTO1FGAN4EIO72AAVH1,Industrials,CustodyPlatform,ProviderC,0.7176,2025-02-23 22:36:00,2025-01-10,
TRD-00001711,ENT-000106,Pioneer Partners LP,ISS-000063,Sahara Telecoms Limited,Derivative,DER-518462,GBHNHLLA92UH,2025-01-20,2025-01-23,694151.22,GBP,NG,NG,XLON,Approved,Low,EXQP5M3GITAZVYV2V1IT,Consumer Goods,CustodyPlatform,ProviderB,0.7781,2025-01-20 02:14:00,2024-07-09,
TRD-00001712,ENT-000270,Redwood Energy GmbH,ISS-000191,Helios Markets LP,Fund,FUN-952828,SGW13003B9B0,2025-10-09,2025-10-10,4038829.09,GBP,GB,GB,XSES,Approved,Low,EGKRHJ5JN7BS08I4W02B,Healthcare,OMS,ProviderC,0.9122,2025-10-09 20:04:00,2025-02-22,
TRD-00001713,ENT-000107,Helios Industries LP,ISS-000014,Orion Industries Inc,Private Credit,PRI-381808,HKR8SEN509HX,2026-05-15,2026-05-16,735939.95,USD,NL,NL,XHKG,Approved,Low,ULZUS5PUYRZXHM8L9B3N,Utilities,EMS,ProviderC,0.6262,2026-05-17 07:54:00,2023-12-29,low_provider_confidence
TRD-00001714,ENT-000050,Meridian Telecoms Limited,ISS-000013,Helios Partners LLC,Private Equity,PRI-635725,HKL0PL13YLGZ,2025-09-30,2025-10-01,1331323.41,USD,DE,DE,XHKG,Rejected,Medium,UY7S361GH9N12O0V3Z0G,Consumer Goods,ManualUpload,ProviderB,0.6224,2025-10-01 09:47:00,2024-02-03,low_provider_confidence
TRD-00001715,ENT-000193,Evergreen Industries GmbH,ISS-000116,Apex Foods LLC,Equity,EQU-531170,CHXDGE4KBJXJ,2026-03-10,2026-03-24,19932208.22,CHF,JP,JP,XSWX,Approved,Low,0000000000000000000,Utilities,PrimeBrokerFeed,ProviderC,0.8925,2026-03-11 06:38:00,2024-09-28,invalid_lei
TRD-00001716,ENT-000323,Summit Partners PLC,ISS-000021,Harbour Industries PLC,Private Equity,PRI-461459,USOGKKC06GUU,2026-02-01,2026-02-04,168079.54,USD,LU,LU,XNYS,Approved,High,C8VYI78SNF69T7VKBB8Q,Technology,ReferenceDataHub,ProviderC,0.7126,2026-02-03 22:03:00,2024-03-21,
TRD-00001717,ENT-000021,Pioneer Industries Inc,ISS-000089,Sahara Partners SA,Private Equity,PRI-437957,CHOV14D61DTH,2026-05-08,2026-05-11,16932416.28,EUR,LU,LU,XSWX,Approved,Medium,73D9PH3I379U26192K42,Healthcare,ReferenceDataHub,InternalGoldenSource,0.6431,2026-05-08 10:24:00,2025-07-25,low_provider_confidence
TRD-00001718,ENT-000112,Pioneer Infrastructure Ltd,ISS-000239,Union Telecoms PLC,Fund,FUN-510086,JPCEW2021S4I,2025-07-04,2025-07-18,2276310.23,EUR,NL,NL,XTKS,Approved,Medium,NNREG8LXUM3HQ57UYZHW,Consumer Goods,CustodyPlatform,ProviderB,0.7778,2025-07-06 01:26:00,2023-12-17,
TRD-00001719,ENT-000136,Keystone Industries GmbH,ISS-000177,Summit Markets GmbH,Derivative,DER-927939,LUSAGL64TPKU,2025-04-14,2025-04-04,263712.84,EUR,FR,FR,XLUX,Approved,Low,8DOYWLLPUWBWJM58TL5C,Energy,ManualUpload,ProviderA,0.8091,2025-04-16 05:09:00,2023-12-08,settlement_before_trade_date
TRD-00001720,ENT-000140,Quantum Foods LLC,ISS-000049,Pioneer Foods Ltd,Private Equity,PRI-486206,GBKUYROQ4HI8,2026-05-17,2026-05-19,10944903.74,GBP,CH,CH,XLON,Pending,Medium,K05YW8YG4OK2ECSBUQGE,Consumer Goods,OMS,ProviderA,0.7193,2026-05-17 08:32:00,2025-02-14,
TRD-00001721,ENT-000057,Harbour Industries BV,ISS-000024,Pioneer Partners LP,Bond,BON-236947,FRG8KQGUYIVL,2025-03-09,2025-03-14,3231942.74,EUR,HK,HK,XPAR,Approved,Medium,KE6H76MWWJPGJQMLJEL5,Utilities,CustodyPlatform,ProviderA,0.8672,2025-03-09 04:53:00,2024-06-07,
TRD-00001722,ENT-000281,Bluewater Energy Ltd,ISS-000075,Northstar Capital SA,Private Equity,PRI-573157,SGFKDFS95A16,2025-01-02,2025-01-04,47411888.94,GBP,GB,GB,XSES,Approved,Low,4WTXI27VLTBHOIJOTINI,Energy,PrimeBrokerFeed,ProviderB,0.8975,2025-01-03 19:27:00,2023-09-11,
TRD-00001723,ENT-000105,Northstar Telecoms BV,ISS-000049,Pioneer Foods Ltd,Derivative,DER-163065,GBKUYROQ4HI8,2025-06-27,2025-06-30,7539097.1,AUD,AU,AU,XLON,Approved,Medium,YAS0YF9P7KYKIRTR5JEK,Telecommunications,EMS,ProviderA,0.8127,2025-06-29 23:36:00,2024-09-06,
TRD-00001724,ENT-000289,Quantum Logistics Ltd,ISS-000242,Redwood Markets Inc,Bond,BON-702799,JPJCN17RUGWS,2025-03-23,2025-04-06,4394206.72,JPY,CH,CH,XTKS,Approved,Medium,CL9TK51ITY5H598449K6,Financials,OMS,InternalGoldenSource,0.6784,2025-03-23 04:07:00,2025-02-22,low_provider_confidence
TRD-00001725,ENT-000080,Redwood Mining Ltd,ISS-000186,Cobalt Holdings LP,Fund,FUN-298855,LUCNSHD5TA1W,2026-03-11,2026-03-14,1291823.41,AUD,AU,AU,XLUX,Approved,Medium,CCIV473J6IUUKZTV6685,Materials,CustodyPlatform,ProviderA,0.7827,2026-03-13 15:03:00,2023-12-30,
TRD-00001726,ENT-000232,Sahara Infrastructure Limited,ISS-000143,Falcon Logistics Limited,Equity,EQU-830373,GBCS0NO39YHM,2025-07-30,2025-08-02,1622024.94,GBP,JP,JP,XLON,Approved,Medium,NNDG7F4S1UQ7WI5755LO,Healthcare,ReferenceDataHub,InternalGoldenSource,0.8486,2025-07-31 20:54:00,2024-01-07,
TRD-00001727,ENT-000072,Bluewater Partners GmbH,ISS-000061,Falcon Pharma Limited,Private Equity,PRI-211306,CAOB4RGLY41T,2025-07-30,2025-08-02,549695.51,AUD,AU,AU,XTSE,Rejected,Low,2NS5MHIE2L2FUWE98STK,Industrials,OMS,ProviderA,0.9265,2025-07-30 22:48:00,2023-04-03,
TRD-00001728,ENT-000278,Cedar Logistics SA,ISS-000239,Union Telecoms PLC,Private Credit,PRI-593732,JPCEW2021S4I,2025-03-06,2025-03-08,2368320.62,JPY,CH,CH,XTKS,Approved,Medium,SHORTLEI,Industrials,ManualUpload,ProviderB,0.7851,2025-03-06 22:13:00,2024-05-09,invalid_lei
TRD-00001729,,Quantum Mining LP,ISS-000033,Cedar Partners LLC,Bond,BON-206668,HK3T3SY94EVI,2026-02-02,2026-02-07,1585571.47,USD,HK,HK,XHKG,Expired,Low,GJXVIHM20AP4VS6KFRX0,Consumer Goods,PrimeBrokerFeed,InternalGoldenSource,0.7817,2026-02-02 18:55:00,2025-04-11,missing_counterparty_entity_id
TRD-00001730,ENT-000179,Cobalt Logistics Limited,ISS-000238,Sterling Mining Limited,Private Credit,PRI-248378,GBY1WIZ9PSHV,2025-07-11,2025-07-18,1913690.0,GBP,LU,LU,XLON,Approved,Low,GLFRI8MQEEB6BZNC9Q88,Utilities,PrimeBrokerFeed,ProviderC,0.8736,2025-07-13 19:57:00,2024-01-22,
TRD-00001731,ENT-000235,  ,ISS-000082,Evergreen Partners BV,Bond,BON-468977,CH1L8RG22KIW,2025-04-05,2025-04-19,1129136.68,USD,HK,HK,XSWX,Approved,Medium,8BNVWEJRBVY8KYLHTUCR,Telecommunications,EMS,ProviderB,0.7291,2025-04-07 14:20:00,2024-06-04,missing_or_weak_counterparty_name
TRD-00001732,ENT-000242,Lagoon Energy LP,ISS-000210,Atlas Mining Limited,Private Equity,PRI-974067,NLTZD8H4QBCV,2026-04-16,2026-04-21,1958165.9,EUR,FR,FR,XAMS,Approved,Low,YEVN11V8PLE5H3U9G2LT,Telecommunications,PrimeBrokerFeed,ProviderC,0.7465,2026-04-16 00:17:00,2026-04-05,
TRD-00001733,ENT-000244,Union Holdings Limited,ISS-000186,Cobalt Holdings LP,Private Credit,PRI-148770,12345,2025-06-17,2025-06-18,6313511.36,GBP,GB,GB,XLUX,Rejected,High,ZISDX9DA9WHSBP1ZUYZY,Telecommunications,OMS,ProviderA,0.9073,2025-06-17 20:59:00,2024-04-16,high_risk_incomplete_kyc;invalid_isin
TRD-00001734,ENT-000340,Cedar Markets GmbH,ISS-000067,Crescent Mining SA,Private Credit,PRI-614087,DEWRI1E9QQYK,2025-03-20,2025-03-21,2347758.57,EUR,FR,FR,XETR,Pending,Low,EGB41BVQPG4PVDV7PE2G,Utilities,CustodyPlatform,ProviderB,0.7173,2025-03-21 04:57:00,2024-01-06,
TRD-00001260,ENT-000168,Falcon Markets PLC,ISS-000201,Falcon Energy BV,Fund,FUN-111183,DEV3IRTZE4Y4,2025-12-08,2025-12-13,1651947.49,EUR,HK,HK,XETR,Approved,High,W9408S1A7GBYJDDMRKSQ,Industrials,CustodyPlatform,ProviderA,0.6266,2025-12-08 20:29:00,2023-09-27,duplicate_trade_id;low_provider_confidence
TRD-00001736,ENT-000286,Sahara Pharma PLC,ISS-000135,Falcon Energy PLC,Private Credit,PRI-884250,GB000000000,2026-04-30,2026-05-05,2730042.71,CAD,CA,CA,XNSA,Approved,Medium,HJZZGKEXMVMZHO15RRZW,Utilities,OMS,InternalGoldenSource,0.7306,2026-05-01 13:20:00,2024-04-04,invalid_isin
TRD-00001737,ENT-000071,Falcon Markets BV,ISS-000197,Meridian Telecoms LP,Fund,FUN-911582,AUH1JBLJPK68,2026-05-18,2026-05-25,14034863.32,EUR,LU,LU,XASX,Approved,High,YCJ2XX2EI7XZURPHBL57,Telecommunications,ReferenceDataHub,ProviderB,0.6392,2026-05-18 23:40:00,2024-01-26,low_provider_confidence
TRD-00001738,ENT-000105,Northstar Telecoms BV,ISS-000239,Union Telecoms PLC,Private Credit,PRI-536983,JPCEW2021S4I,2025-06-18,2025-06-18,1640775.12,AUD,AU,AU,XTKS,Approved,Medium,SHORTLEI,Telecommunications,OMS,ProviderC,0.884,2025-06-20 16:15:00,2023-09-26,invalid_lei
TRD-00001739,ENT-000287,Crescent Infrastructure LP,ISS-000014,Orion Industries Inc,Equity,EQU-283086,HKR8SEN509HX,2025-03-18,2025-03-20,663369.72,USD,,SG,XHKG,Approved,Medium,6RJ3GHQ55OIBGDE5BLYU,Industrials,ManualUpload,ProviderB,0.7476,2025-03-20 08:29:00,2023-04-01,invalid_risk_country
TRD-00001740,ENT-000126,Bluewater Holdings BV,ISS-000235,Sahara Capital BV,Private Equity,PRI-233840,AU4O20OI8P0I,2026-05-07,2026-05-08,1137029.57,AUD,HK,HK,XASX,Approved,Medium,1R7EQE536XD5KXKQGHO6,Financials,OMS,ProviderA,0.6487,2026-05-09 05:22:00,2024-01-24,low_provider_confidence
TRD-00001741,ENT-000191,Union Holdings GmbH,ISS-000161,Falcon Infrastructure LLC,,EQU-915124,NLUUMMD55CR0,2025-03-27,2025-04-03,3790399.96,CHF,CH,CH,XAMS,Approved,Medium,L06G9E6SVH6Q8Q2Y4PV3,Utilities,PrimeBrokerFeed,ProviderA,0.9858,2025-03-29 16:29:00,2024-10-07,invalid_instrument_type
TRD-00001742,ENT-000142,Orion Infrastructure Limited,ISS-000095,Helios Capital LLC,Fund,FUN-144177,SGE4076BKRIS,2025-11-07,2025-11-07,4297439.15,GBP,GB,GB,XSES,Pending,High,5JDXA1FS4MGBNKSF4HTZ,Utilities,ManualUpload,ProviderC,0.8256,2025-11-09 04:04:00,2024-12-16,high_risk_incomplete_kyc
TRD-00001743,ENT-000029,Nile Pharma LP,ISS-000091,Nile Partners PLC,Bond,BON-607538,NG1LQ5XVTHGA,2025-08-24,2025-08-31,1895505.28,USD,HK,HK,XNSA,Pending,Medium,2BFSOZPTX497W19VW3RT,Healthcare,ManualUpload,ProviderB,0.7517,2025-08-24 08:57:00,2023-04-05,
TRD-00001744,,Pioneer Energy SA,ISS-ORPHAN-4387,Orion Markets LLC,Private Credit,PRI-135361,DEMRGGEXVBPS,2026-03-30,2026-04-13,1715582.31,JPY,JP,JP,XETR,Approved,High,I8X76RKQ4SVH3EJOZ9XF,Telecommunications,PrimeBrokerFeed,ProviderB,0.9079,2026-04-01 01:06:00,2023-11-09,missing_counterparty_entity_id;orphan_issuer_id
TRD-00001745,ENT-000334,Atlas Mining LLC,ISS-000219,Northstar Industries Inc,Private Credit,PRI-882722,NG7OT9NHXJCP,2026-01-29,2026-01-29,353567.71,NGN,LU,LU,XNSA,Approved,Low,92CA3SKAD4RQYWN6SCK8,Materials,CustodyPlatform,ProviderC,0.977,2026-01-30 16:03:00,2025-02-27,
TRD-00001746,ENT-000056,Quantum Capital BV,ISS-000183,Northstar Industries LLC,Fund,FUN-583552,HKGR827LQWVZ,2025-08-27,2025-08-28,6884246.31,USD,US,US,XHKG,Approved,Low,1Z0SHZBUK3XF1GP1Z7FZ,Healthcare,CustodyPlatform,InternalGoldenSource,0.6529,2025-08-27 20:29:00,2023-07-30,low_provider_confidence
TRD-00001747,ENT-000228,Cedar Logistics SA,ISS-000018,Cedar Holdings PLC,Private Equity,PRI-702153,DELSH8ZKEARJ,2026-04-28,2026-05-05,3830531.76,USD,US,US,XETR,Approved,Medium,3FQUKHFH2XF7Y6KY9YCK,Consumer Goods,OMS,InternalGoldenSource,0.9721,2026-04-29 06:03:00,2023-12-05,
TRD-00001748,ENT-000002,Apex Energy LLC,ISS-000086,Crescent Foods Ltd,Private Equity,PRI-582414,CH14SS5F1PJ6,2026-03-03,2026-03-08,19599335.14,CHF,NG,NG,XSWX,Rejected,Medium,VRJNVGFYGWWQC38HYF9S,Materials,ReferenceDataHub,ProviderC,0.6295,2026-03-05 10:12:00,2024-09-15,low_provider_confidence
TRD-00001749,ENT-000118,Northstar Infrastructure Limited,ISS-000009,Redwood Partners SA,Bond,BON-395928,GBOS7E3DX7AK,2025-01-16,2025-01-18,3454706.3,GBP,SG,SG,XLON,Approved,Medium,RX35UAF3WE8ZN1N5RUSV,Real Estate,CustodyPlatform,ProviderA,0.7156,2025-01-18 19:27:00,2022-08-31,
TRD-00001750,ENT-000112,Pioneer Infrastructure Ltd,ISS-000211,Meridian Industries BV,Derivative,DER-250029,CHDIN9VDP5EC,2025-04-12,2025-04-14,2567718.71,CHF,NL,NL,XSWX,Approved,Low,NNREG8LXUM3HQ57UYZHW,Consumer Goods,OMS,ProviderB,0.8855,2025-04-12 07:05:00,2022-12-17,
TRD-00001751,ENT-000054,Crescent Holdings PLC,ISS-000187,Apex Holdings GmbH,Private Equity,PRI-830126,SGIWS69JFRJM,2026-06-02,2026-06-05,1775226.82,EUR,DE,DE,XSES,Approved,High,R21520RN6HW1HS57TCOZ,Materials,EMS,ProviderB,0.6642,2026-06-03 09:37:00,2024-03-02,low_provider_confidence
TRD-00001752,ENT-000210,Keystone Logistics Limited,ISS-000109,Northstar Telecoms BV,Private Credit,PRI-587987,JPHXFCJL17VL,2025-04-24,2025-04-27,2037403.47,AUD,AU,AU,XTKS,Approved,Low,JSU0UHG7ECILCMG5MGCY,Utilities,CustodyPlatform,ProviderA,0.7758,2025-04-25 06:51:00,2023-01-28,
TRD-00001753,ENT-000215,Atlas Industries GmbH,ISS-000069,Sterling Markets LLC,Derivative,DER-723233,CHYBPERH8H90,2025-07-21,2025-07-23,1199745.57,EUR,NL,NL,XSWX,Approved,Low,TFZNEU4L5GTCYFDVW10H,Technology,OMS,ProviderA,0.8092,2025-07-22 16:37:00,2024-08-12,
TRD-00001754,ENT-000240,Summit Foods Limited,ISS-000247,Falcon Foods Limited,Derivative,DER-723830,CAEUC1G7UM9C,2025-07-28,2025-08-02,1258488.95,JPY,JP,JP,XTSE,Approved,Low,F3IF3G3T34OOJQXZLVU3,Utilities,ManualUpload,ProviderB,0.8143,2025-07-30 02:51:00,2025-03-14,
TRD-00001755,ENT-000320,Quantum Mining LP,ISS-000137,Helios Energy LLC,Fund,FUN-289110,AUWYA9MEJUUA,2025-05-15,2025-05-17,993087.84,AUD,HK,HK,XASX,Approved,Low,GJXVIHM20AP4VS6KFRX0,Consumer Goods,CustodyPlatform,ProviderA,0.876,2025-05-16 18:08:00,2024-04-10,
TRD-00001756,ENT-000227,Cobalt Logistics LLC,ISS-000069,Sterling Markets LLC,Private Credit,PRI-737712,CHYBPERH8H90,2026-04-08,2026-04-09,1188000.15,EUR,FR,FR,XSWX,Pending,Low,TS3K1SD7J32F6HL8IZ0U,Utilities,ManualUpload,InternalGoldenSource,0.7801,2026-04-08 20:19:00,2024-04-18,
TRD-00001757,ENT-000270,Redwood Energy GmbH,ISS-000235,Sahara Capital BV,Private Equity,PRI-188338,AU4O20OI8P0I,2025-02-18,2025-02-19,2559892.67,AUD,GB,GB,XASX,Approved,Medium,EGKRHJ5JN7BS08I4W02B,Healthcare,ReferenceDataHub,ProviderA,0.6997,2025-02-20 15:51:00,2025-02-01,low_provider_confidence
TRD-00001758,ENT-000097,Evergreen Partners GmbH,ISS-000044,Pioneer Markets BV,Equity,EQU-264965,NLVUPXZYDWVG,2025-12-06,2025-12-09,7611615.53,USD,SG,SG,XAMS,Expired,Medium,X653G4UNXU0COJBQ90SJ,Technology,CustodyPlatform,InternalGoldenSource,0.6357,2025-12-07 08:30:00,2024-05-31,low_provider_confidence
TRD-00001759,ENT-000194,Crescent Markets LP,ISS-000055,Orion Energy LP,Equity,EQU-220990,HKZTKB9ZV14W,2025-10-06,2025-10-09,836898.29,USD,JP,JP,XHKG,Approved,Medium,R5L6RZOID7148C6WZL3H,Real Estate,EMS,ProviderA,0.6335,2025-10-07 10:30:00,2024-11-10,low_provider_confidence
TRD-00001760,ENT-000066,Atlas Infrastructure LP,ISS-000241,Union Partners PLC,Equity,EQU-712129,HKOT5VD7761S,2025-08-16,2025-08-21,3526843.81,USD,US,US,XHKG,Approved,Medium,EH58B6PJS1AWP0LF7XE7,Real Estate,ReferenceDataHub,ProviderC,0.8097,2025-08-17 14:07:00,2024-02-20,
TRD-00001761,ENT-000110,  ,ISS-000139,Summit Foods SA,Bond,BON-512407,US08KYNWNMAX,2025-09-29,2025-10-02,8435759.07,USD,JP,JP,XNYS,Approved,Low,S0FHJWTV3N74W4G22UET,Financials,OMS,InternalGoldenSource,0.7118,2025-09-29 16:08:00,2024-03-03,missing_or_weak_counterparty_name
TRD-00001762,ENT-000013,Northstar Holdings LP,ISS-000075,Northstar Capital SA,Private Credit,PRI-302966,SGFKDFS95A16,2025-09-01,2025-09-03,1238946.94,USD,JP,JP,XSES,Approved,Low,GE8N6QIWEPXSK28T7A9T,Energy,ManualUpload,InternalGoldenSource,0.8411,2025-09-02 22:15:00,2025-06-15,
TRD-00001763,ENT-000029,Nile Pharma LP,ISS-000201,Falcon Energy BV,Bond,BON-761895,DEV3IRTZE4Y4,2025-09-16,2025-09-17,2708200.5,USD,HK,HK,XETR,Approved,High,2BFSOZPTX497W19VW3RT,Healthcare,EMS,ProviderC,0.7595,2025-09-16 05:46:00,2024-08-18,
TRD-00001764,ENT-000121,Northstar Industries LLC,ISS-000041,Union Industries Inc,Derivative,DER-324515,CAMDLMQ02GKF,2026-01-23,2026-01-14,974918.92,CAD,CA,CA,XTSE,Approved,Low,FGGUXTIYIJE7AK2WNJ02,Technology,PrimeBrokerFeed,ProviderC,0.8684,2026-01-24 21:33:00,2024-08-30,settlement_before_trade_date
TRD-00001765,ENT-000144,Union Industries Limited,ISS-000029,Quantum Pharma Ltd,Private Credit,PRI-256189,DEE5EMDJNIFL,2025-06-24,2025-06-29,1001836.36,EUR,CH,CH,XETR,Approved,Low,DY7084P4TFZC67JH2LKN,Technology,OMS,ProviderB,0.8378,2025-06-26 17:14:00,2023-07-12,
TRD-00001766,ENT-000160,Bluewater Energy Ltd,ISS-000073,Sterling Pharma Inc,Private Equity,PRI-939946,HKJYRDXP03L2,2025-11-10,2025-11-11,9407663.45,USD,US,US,XHKG,Approved,Low,SXU1HGCAIKVW2RFXVLHZ,Telecommunications,PrimeBrokerFeed,ProviderB,0.695,2025-11-11 05:13:00,2023-08-21,low_provider_confidence
TRD-00001767,ENT-000169,Helios Partners SA,ISS-000056,Redwood Infrastructure PLC,Private Credit,PRI-471551,LU7SSM9ZGIUD,2025-05-29,2025-06-12,1240962.61,USD,US,US,XLUX,Approved,Medium,8CW2G9O9YP6SDYY0U9DA,Healthcare,CustodyPlatform,ProviderA,0.9238,2025-05-31 08:02:00,2024-06-02,
TRD-00001768,ENT-000283,Evergreen Holdings PLC,ISS-000079,Meridian Industries Ltd,Derivative,DER-794003,NGZNT6C35DWA,2025-02-26,2025-03-05,3174723.38,NGN,SG,SG,XNSA,Approved,High,JRWWK6P6EGA7NMSK8AGN,Real Estate,ReferenceDataHub,ProviderB,0.669,2025-02-26 17:01:00,2022-11-07,low_provider_confidence
TRD-00001051,ENT-000330,Lagoon Telecoms Ltd,ISS-000106,Sterling Logistics LP,Private Credit,PRI-575011,FRKTV4JPD8R8,2025-08-24,2025-08-24,7052924.17,EUR,NL,NL,XPAR,Pending,Low,7M46BH8LBRNP2F8UZC5B,Consumer Goods,PrimeBrokerFeed,InternalGoldenSource,0.8275,2025-08-26 17:54:00,2023-12-23,duplicate_trade_id
TRD-00001770,ENT-000126,Bluewater Holdings BV,ISS-000038,Pioneer Energy LLC,Bond,BON-830663,FRQT68YT0FGW,2026-01-13,2026-01-14,7458276.52,USD,HK,HK,XPAR,Approved,Medium,1R7EQE536XD5KXKQGHO6,Financials,OMS,ProviderB,0.8885,2026-01-13 16:03:00,2024-02-09,
TRD-00001771,ENT-000350,Sterling Capital GmbH,ISS-000196,Bluewater Logistics Ltd,Equity,EQU-254393,FR62ZDHTZ4LP,2025-03-17,2025-03-19,536767.62,,UK,GB,XPAR,Approved,Medium,27WOC36V12310X5URYBL,Utilities,EMS,InternalGoldenSource,0.9075,2025-03-18 18:38:00,2021-09-24,invalid_currency;invalid_risk_country;stale_reference_record
TRD-00001772,ENT-000338,Lagoon Industries Inc,ISS-000049,Pioneer Foods Ltd,Derivative,DER-642902,GBKUYROQ4HI8,2025-03-24,2025-03-25,2673983.26,EUR,DE,DE,XLON,Pending,High,EIEIQO7RMB8Q93A1DU10,Healthcare,ManualUpload,ProviderB,0.6573,2025-03-25 03:35:00,2024-03-15,high_risk_incomplete_kyc;low_provider_confidence
TRD-00001773,ENT-000252,Lagoon Holdings Ltd,ISS-000038,Pioneer Energy LLC,Private Equity,PRI-535134,FRQT68YT0FGW,2025-07-31,2025-07-28,3843314.47,EUR,JP,JP,XPAR,Approved,Low,EA0G7G2WOSQMCBFDNHHF,Materials,OMS,InternalGoldenSource,0.9189,2025-07-31 00:58:00,2025-04-20,settlement_before_trade_date
TRD-00001774,ENT-000159,Cedar Holdings Limited,ISS-000086,Crescent Foods Ltd,Derivative,DER-827888,CH14SS5F1PJ6,2025-03-20,2025-03-25,842382.83,NGN,NG,NG,XSWX,Approved,Low,5N4VPAAFH5JF6EGQO3SQ,Utilities,EMS,ProviderC,0.6248,2025-03-22 13:49:00,2024-06-28,low_provider_confidence
